DATES,EMBI
12/03/2014,75.0
05/03/2014,79.0
27/02/2014,79.0
24/02/2014,79.0
21/02/2014,79.0
19/02/2014,80.0
18/02/2014,80.0
13/02/2014,82.0
11/02/2014,82.0
06/02/2014,82.0
05/02/2014,82.0
04/02/2014,82.0
30/01/2014,81.0
29/01/2014,77.0
27/01/2014,76.0
24/01/2014,76.0
22/01/2014,76.0
21/01/2014,76.0
20/01/2014,76.0
17/01/2014,76.0
16/01/2014,76.0
15/01/2014,76.5
14/01/2014,76.0
13/01/2014,76.0
10/01/2014,76.0
09/01/2014,76.0
08/01/2014,76.0
06/01/2014,80.0
02/01/2014,80.0
31/12/2013,83.0
30/12/2013,83.0
19/12/2013,79.0
18/12/2013,79.0
16/12/2013,80.0
13/12/2013,80.0
12/12/2013,80.0
11/12/2013,80.0
10/12/2013,80.0
09/12/2013,80.0
03/12/2013,82.0
02/12/2013,82.0
26/11/2013,81.0
25/11/2013,81.0
21/11/2013,85.0
20/11/2013,85.0
18/11/2013,84.0
15/11/2013,84.0
14/11/2013,84.0
13/11/2013,84.5
12/11/2013,85.0
08/11/2013,84.0
07/11/2013,84.0
06/11/2013,84.0
05/11/2013,84.0
04/11/2013,84.0
27/09/2013,85.0
19/09/2013,75.0
17/09/2013,85.0
12/09/2013,90.0
27/08/2013,100.0
21/08/2013,90.0
07/08/2013,85.0
20/06/2013,90.0
10/06/2013,80.0
06/06/2013,80.0
29/05/2013,75.0
17/05/2013,70.0
10/05/2013,65.0
07/05/2013,75.0
30/04/2013,80.0
29/04/2013,80.0
26/04/2013,80.0
25/04/2013,80.0
23/04/2013,80.0
22/04/2013,80.0
19/04/2013,80.0
18/04/2013,80.0
17/04/2013,80.0
16/04/2013,80.0
15/04/2013,80.0
12/04/2013,80.0
11/04/2013,80.0
10/04/2013,85.0
09/04/2013,85.0
08/04/2013,85.0
05/04/2013,85.0
04/04/2013,85.0
03/04/2013,85.0
02/04/2013,85.0
28/03/2013,85.0
27/03/2013,85.0
26/03/2013,85.0
25/03/2013,85.0
22/03/2013,87.25
21/03/2013,85.75
20/03/2013,86.25
19/03/2013,85.75
18/03/2013,85.0
15/03/2013,85.25
14/03/2013,85.0
13/03/2013,86.25
12/03/2013,86.25
11/03/2013,89.75
08/03/2013,89.75
07/03/2013,91.25
06/03/2013,91.25
05/03/2013,91.75
04/03/2013,92.75
01/03/2013,92.75
28/02/2013,91.75
27/02/2013,92.75
26/02/2013,94.75
25/02/2013,92.25
22/02/2013,91.75
21/02/2013,90.75
20/02/2013,91.25
19/02/2013,91.25
18/02/2013,90.75
15/02/2013,90.75
14/02/2013,90.751
13/02/2013,90.0
12/02/2013,93.25
11/02/2013,93.25
08/02/2013,93.75
07/02/2013,93.75
06/02/2013,93.75
05/02/2013,93.75
04/02/2013,95.75
01/02/2013,94.25
31/01/2013,93.25
30/01/2013,85.0
29/01/2013,82.75
28/01/2013,82.75
25/01/2013,81.75
24/01/2013,81.75
23/01/2013,81.75
22/01/2013,80.75
21/01/2013,80.0
18/01/2013,80.0
17/01/2013,80.0
16/01/2013,77.75
15/01/2013,77.25
14/01/2013,76.25
11/01/2013,76.75
10/01/2013,75.0
09/01/2013,75.75
08/01/2013,75.75
07/01/2013,75.25
04/01/2013,75.0
03/01/2013,74.75
02/01/2013,85.0
31/12/2012,85.0
28/12/2012,78.0
27/12/2012,81.25
24/12/2012,85.0
21/12/2012,85.0
20/12/2012,81.25
19/12/2012,85.0
18/12/2012,82.25
17/12/2012,82.25
14/12/2012,85.0
13/12/2012,82.75
12/12/2012,82.75
11/12/2012,84.25
10/12/2012,85.0
07/12/2012,85.0
06/12/2012,85.0
05/12/2012,85.0
04/12/2012,84.75
03/12/2012,84.25
30/11/2012,85.0
29/11/2012,85.0
28/11/2012,87.0
27/11/2012,88.25
26/11/2012,88.25
23/11/2012,90.0
22/11/2012,90.0
21/11/2012,87.75
20/11/2012,88.25
19/11/2012,88.75
16/11/2012,89.75
15/11/2012,88.25
14/11/2012,88.75
13/11/2012,89.25
12/11/2012,90.0
09/11/2012,89.25
08/11/2012,87.75
07/11/2012,89.75
06/11/2012,86.25
05/11/2012,89.75
02/11/2012,89.25
01/11/2012,89.75
31/10/2012,90.25
30/10/2012,93.75
29/10/2012,95.0
26/10/2012,91.25
25/10/2012,89.75
24/10/2012,95.25
23/10/2012,97.75
22/10/2012,95.0
19/10/2012,90.25
18/10/2012,86.75
17/10/2012,84.75
16/10/2012,90.0
15/10/2012,93.25
12/10/2012,95.25
11/10/2012,95.25
10/10/2012,95.25
09/10/2012,102.0
08/10/2012,102.0
05/10/2012,102.25
04/10/2012,110.75
03/10/2012,112.75
02/10/2012,114.75
01/10/2012,117.0
28/09/2012,120.25
27/09/2012,120.0
26/09/2012,125.25
25/09/2012,118.0
24/09/2012,120.25
21/09/2012,115.25
20/09/2012,117.75
19/09/2012,110.0
18/09/2012,112.25
17/09/2012,112.0
14/09/2012,108.5
13/09/2012,123.0
12/09/2012,122.0
11/09/2012,124.5
10/09/2012,129.5
07/09/2012,131.0
06/09/2012,136.5
05/09/2012,145.0
04/09/2012,148.0
03/09/2012,152.0
31/08/2012,151.501
30/08/2012,153.0
29/08/2012,153.0
28/08/2012,155.001
27/08/2012,156.0
24/08/2012,156.0
23/08/2012,156.251
22/08/2012,160.0
21/08/2012,156.0
20/08/2012,161.25
17/08/2012,165.0
16/08/2012,163.0
15/08/2012,162.25
14/08/2012,161.0
13/08/2012,163.0
10/08/2012,155.0
09/08/2012,152.5
08/08/2012,149.5
07/08/2012,146.5
06/08/2012,146.5
03/08/2012,153.5
02/08/2012,167.5
01/08/2012,163.5
31/07/2012,164.5
30/07/2012,168.5
27/07/2012,177.0
26/07/2012,180.0
25/07/2012,191.0
24/07/2012,196.5
23/07/2012,192.5
20/07/2012,180.0
19/07/2012,176.0
18/07/2012,176.0
17/07/2012,173.5
16/07/2012,182.5
13/07/2012,189.0
