DATES,Ryr
13/05/2025,12.282
12/05/2025,12.335
09/05/2025,12.231
08/05/2025,12.19
07/05/2025,12.15
06/05/2025,12.27
05/05/2025,11.75
02/05/2025,11.74
30/04/2025,11.79
29/04/2025,11.769
28/04/2025,11.7
25/04/2025,11.581
24/04/2025,11.531
23/04/2025,11.475
22/04/2025,11.739
21/04/2025,11.841
16/04/2025,11.821
15/04/2025,11.9
14/04/2025,11.91
11/04/2025,11.967
10/04/2025,11.999
09/04/2025,11.9
08/04/2025,11.845
07/04/2025,11.88
04/04/2025,11.61
03/04/2025,11.551
02/04/2025,11.87
01/04/2025,11.82
31/03/2025,11.87
28/03/2025,12.027
27/03/2025,11.85
26/03/2025,11.63
25/03/2025,11.63
21/03/2025,11.57
20/03/2025,11.541
19/03/2025,11.68
18/03/2025,11.51
17/03/2025,11.33
14/03/2025,11.309
13/03/2025,11.275
12/03/2025,11.279
11/03/2025,11.2
10/03/2025,11.194
07/03/2025,11.128
06/03/2025,11.144
05/03/2025,11.031
04/03/2025,11.06
03/03/2025,11.109
28/02/2025,11.095
27/02/2025,11.12
26/02/2025,11.121
25/02/2025,11.125
24/02/2025,11.125
21/02/2025,11.2
20/02/2025,11.181
19/02/2025,11.26
18/02/2025,11.35
17/02/2025,11.28
14/02/2025,11.298
13/02/2025,11.25
12/02/2025,11.3
11/02/2025,11.196
10/02/2025,11.19
07/02/2025,11.101
06/02/2025,11.07
05/02/2025,11.052
04/02/2025,11.029
03/02/2025,11.142
31/01/2025,11.169
30/01/2025,11.017
29/01/2025,11.078
28/01/2025,11.032
27/01/2025,10.96
24/01/2025,10.865
23/01/2025,10.972
22/01/2025,11.07
21/01/2025,11.147
20/01/2025,11.329
17/01/2025,11.348
16/01/2025,11.335
15/01/2025,11.33
14/01/2025,11.401
13/01/2025,11.445
10/01/2025,11.22
09/01/2025,11.243
08/01/2025,11.38
07/01/2025,11.335
03/01/2025,11.45
02/01/2025,11.476
31/12/2024,11.57
30/12/2024,11.57
27/12/2024,11.518
26/12/2024,11.45
24/12/2024,11.3
23/12/2024,11.2
20/12/2024,11.101
19/12/2024,11.23
18/12/2024,11.041
17/12/2024,11.075
16/12/2024,10.852
13/12/2024,10.801
12/12/2024,10.997
11/12/2024,10.749
10/12/2024,10.72
09/12/2024,10.635
06/12/2024,10.51
05/12/2024,10.51
04/12/2024,10.51
03/12/2024,10.52
02/12/2024,10.53
29/11/2024,10.566
28/11/2024,10.585
27/11/2024,10.471
26/11/2024,10.474
25/11/2024,10.42
22/11/2024,10.34
21/11/2024,10.137
20/11/2024,10.25
19/11/2024,10.37
18/11/2024,10.423
15/11/2024,10.418
14/11/2024,10.428
13/11/2024,10.4
12/11/2024,10.43
08/11/2024,10.319
07/11/2024,10.42
06/11/2024,10.709
05/11/2024,10.765
01/11/2024,10.68
31/10/2024,10.625
30/10/2024,10.56
29/10/2024,10.57
28/10/2024,10.681
27/10/2024,10.57
26/10/2024,10.57
25/10/2024,10.57
24/10/2024,10.465
23/10/2024,10.55
22/10/2024,10.343
21/10/2024,10.29
20/10/2024,10.195
19/10/2024,10.195
18/10/2024,10.195
17/10/2024,10.14
16/10/2024,10.055
15/10/2024,10.055
11/10/2024,10.065
10/10/2024,10.065
09/10/2024,9.95
08/10/2024,9.95
07/10/2024,9.986
04/10/2024,9.87
03/10/2024,9.87
02/10/2024,9.809
01/10/2024,9.809
30/09/2024,9.74
29/09/2024,9.74
28/09/2024,9.74
27/09/2024,9.74
26/09/2024,9.761
25/09/2024,9.675
24/09/2024,9.675
23/09/2024,9.647
20/09/2024,9.647
19/09/2024,9.57
18/09/2024,9.568
17/09/2024,9.55
16/09/2024,9.564
15/09/2024,9.577
14/09/2024,9.577
13/09/2024,9.577
12/09/2024,9.658
11/09/2024,9.62
10/09/2024,9.66
09/09/2024,9.617
08/09/2024,9.811
07/09/2024,9.811
06/09/2024,9.811
05/09/2024,9.936
04/09/2024,9.96
03/09/2024,9.911
02/09/2024,9.886
01/09/2024,9.84
31/08/2024,9.84
30/08/2024,9.84
29/08/2024,9.795
28/08/2024,9.79
27/08/2024,9.826
26/08/2024,9.8
25/08/2024,9.884
24/08/2024,9.884
23/08/2024,9.884
22/08/2024,9.918
21/08/2024,9.83
20/08/2024,9.81
19/08/2024,9.852
18/08/2024,9.852
17/08/2024,9.852
16/08/2024,9.852
15/08/2024,9.82
14/08/2024,9.781
13/08/2024,9.866
12/08/2024,10.009
11/08/2024,10.048
10/08/2024,10.048
09/08/2024,10.048
08/08/2024,10.206
06/08/2024,10.17
05/08/2024,10.074
04/08/2024,10.074
03/08/2024,10.074
02/08/2024,10.074
01/08/2024,10.3
31/07/2024,10.4
30/07/2024,10.585
29/07/2024,10.622
28/07/2024,10.538
27/07/2024,10.538
26/07/2024,10.538
25/07/2024,10.505
24/07/2024,10.471
23/07/2024,10.494
22/07/2024,10.501
19/07/2024,10.48
18/07/2024,10.407
17/07/2024,10.355
16/07/2024,10.349
15/07/2024,10.42
13/07/2024,10.49
12/07/2024,10.49
11/07/2024,10.595
10/07/2024,10.65
09/07/2024,10.616
08/07/2024,10.565
05/07/2024,10.56
04/07/2024,10.56
03/07/2024,10.55
02/07/2024,10.62
01/07/2024,10.63
29/06/2024,10.63
28/06/2024,10.63
27/06/2024,10.599
26/06/2024,10.68
25/06/2024,10.7
24/06/2024,10.659
23/06/2024,10.739
22/06/2024,10.739
21/06/2024,10.739
20/06/2024,10.78
19/06/2024,10.766
18/06/2024,10.695
17/06/2024,10.775
16/06/2024,10.799
15/06/2024,10.799
14/06/2024,10.799
13/06/2024,10.881
12/06/2024,10.62
11/06/2024,10.515
10/06/2024,10.45
09/06/2024,10.45
08/06/2024,10.45
07/06/2024,10.45
06/06/2024,10.535
05/06/2024,10.636
04/06/2024,10.645
03/06/2024,10.7
02/06/2024,10.7
01/06/2024,10.7
31/05/2024,10.7
30/05/2024,10.81
29/05/2024,10.837
28/05/2024,10.751
24/05/2024,11.45
23/05/2024,10.67
22/05/2024,10.526
21/05/2024,10.464
20/05/2024,10.468
19/05/2024,10.327
18/05/2024,10.327
17/05/2024,10.327
16/05/2024,10.3
15/05/2024,10.349
14/05/2024,10.55
13/05/2024,10.601
12/05/2024,10.601
11/05/2024,10.601
10/05/2024,10.601
09/05/2024,10.45
08/05/2024,10.31
07/05/2024,10.287
06/05/2024,10.44
05/05/2024,10.41
04/05/2024,10.41
03/05/2024,10.41
02/05/2024,10.44
01/05/2024,10.46
30/04/2024,10.46
29/04/2024,10.362
28/04/2024,10.55
27/04/2024,10.55
26/04/2024,10.55
25/04/2024,10.768
24/04/2024,10.577
23/04/2024,10.481
22/04/2024,10.495
21/04/2024,10.6
20/04/2024,10.6
19/04/2024,10.6
18/04/2024,10.721
17/04/2024,10.919
16/04/2024,11.1
15/04/2024,10.705
14/04/2024,10.705
13/04/2024,10.705
12/04/2024,10.705
11/04/2024,10.8
10/04/2024,10.66
09/04/2024,10.42
08/04/2024,10.364
07/04/2024,10.084
06/04/2024,10.084
05/04/2024,10.084
04/04/2024,10.05
03/04/2024,10.2
02/04/2024,10.276
01/04/2024,10.149
28/03/2024,9.973
27/03/2024,9.973
26/03/2024,9.986
25/03/2024,9.894
24/03/2024,9.894
23/03/2024,9.894
22/03/2024,9.894
21/03/2024,9.878
20/03/2024,9.938
19/03/2024,9.891
18/03/2024,10.047
17/03/2024,9.975
16/03/2024,9.975
15/03/2024,9.975
14/03/2024,9.945
13/03/2024,9.9
12/03/2024,9.904
11/03/2024,9.829
10/03/2024,9.761
09/03/2024,9.761
08/03/2024,9.761
07/03/2024,9.8
06/03/2024,9.8
05/03/2024,9.787
04/03/2024,9.753
03/03/2024,9.723
02/03/2024,9.723
01/03/2024,9.723
29/02/2024,9.788
28/02/2024,9.855
27/02/2024,9.867
26/02/2024,9.785
25/02/2024,9.747
24/02/2024,9.747
23/02/2024,9.747
22/02/2024,9.731
21/02/2024,9.699
20/02/2024,9.584
19/02/2024,9.593
18/02/2024,9.556
17/02/2024,9.556
16/02/2024,9.556
15/02/2024,9.574
14/02/2024,9.6
13/02/2024,9.67
12/02/2024,9.538
11/02/2024,9.532
10/02/2024,9.532
09/02/2024,9.532
08/02/2024,9.579
07/02/2024,9.55
06/02/2024,9.58
05/02/2024,9.82
04/02/2024,9.681
03/02/2024,9.681
02/02/2024,9.681
01/02/2024,9.425
31/01/2024,9.39
30/01/2024,9.481
29/01/2024,9.488
28/01/2024,9.541
27/01/2024,9.541
26/01/2024,9.541
25/01/2024,9.587
24/01/2024,9.533
23/01/2024,9.602
22/01/2024,9.573
21/01/2024,9.67
20/01/2024,9.67
19/01/2024,9.67
18/01/2024,9.586
17/01/2024,9.567
16/01/2024,9.57
15/01/2024,9.418
14/01/2024,9.48
13/01/2024,9.48
12/01/2024,9.48
11/01/2024,9.53
10/01/2024,9.594
09/01/2024,9.83
08/01/2024,9.97
07/01/2024,9.97
06/01/2024,9.97
05/01/2024,9.97
04/01/2024,9.966
03/01/2024,9.966
02/01/2024,9.969
29/12/2023,9.88
28/12/2023,9.869
27/12/2023,9.88
26/12/2023,9.95
25/12/2023,9.87
24/12/2023,9.87
23/12/2023,9.87
22/12/2023,9.87
21/12/2023,9.8
20/12/2023,9.945
19/12/2023,9.95
18/12/2023,10.11
17/12/2023,10.2
16/12/2023,10.2
15/12/2023,10.2
14/12/2023,10.227
13/12/2023,10.54
12/12/2023,10.7
11/12/2023,10.702
08/12/2023,10.56
07/12/2023,10.56
06/12/2023,10.549
05/12/2023,10.585
04/12/2023,10.65
03/12/2023,10.474
02/12/2023,10.474
01/12/2023,10.474
30/11/2023,10.73
29/11/2023,10.527
28/11/2023,10.543
27/11/2023,10.633
26/11/2023,10.72
25/11/2023,10.72
24/11/2023,10.72
23/11/2023,10.644
22/11/2023,10.57
21/11/2023,10.45
20/11/2023,10.6
19/11/2023,10.7
18/11/2023,10.7
17/11/2023,10.7
16/11/2023,10.571
15/11/2023,10.6
14/11/2023,10.67
13/11/2023,10.98
12/11/2023,10.98
11/11/2023,10.98
10/11/2023,10.98
09/11/2023,10.842
08/11/2023,10.755
07/11/2023,10.91
06/11/2023,10.98
05/11/2023,10.98
04/11/2023,10.98
03/11/2023,10.98
02/11/2023,11.075
01/11/2023,11.368
31/10/2023,11.59
30/10/2023,11.62
29/10/2023,11.66
28/10/2023,11.66
27/10/2023,11.66
26/10/2023,11.65
25/10/2023,11.8
24/10/2023,11.82
23/10/2023,11.8
22/10/2023,11.681
21/10/2023,11.681
20/10/2023,11.681
19/10/2023,11.68
18/10/2023,11.7
17/10/2023,11.626
15/10/2023,10.816
13/10/2023,11.501
12/10/2023,11.501
11/10/2023,11.5
10/10/2023,11.879
09/10/2023,12.1
06/10/2023,12.1
05/10/2023,11.95
04/10/2023,11.76
03/10/2023,11.98
02/10/2023,11.699
29/09/2023,11.597
28/09/2023,11.82
27/09/2023,12.047
26/09/2023,11.68
25/09/2023,11.5
22/09/2023,11.046
21/09/2023,11.15
20/09/2023,10.954
19/09/2023,10.909
18/09/2023,10.67
15/09/2023,10.722
14/09/2023,10.759
13/09/2023,10.666
12/09/2023,10.831
11/09/2023,10.839
08/09/2023,10.73
07/09/2023,10.66
06/09/2023,10.9
05/09/2023,10.816
04/09/2023,10.6
03/09/2023,10.816
02/09/2023,10.816
01/09/2023,10.608
31/08/2023,10.44
30/08/2023,10.405
29/08/2023,10.415
28/08/2023,10.48
27/08/2023,10.816
26/08/2023,10.816
25/08/2023,10.61
24/08/2023,10.6
23/08/2023,10.565
22/08/2023,10.816
21/08/2023,10.798
20/08/2023,10.798
19/08/2023,10.798
18/08/2023,10.798
17/08/2023,10.75
16/08/2023,10.47
15/08/2023,10.5
14/08/2023,10.457
13/08/2023,10.35
12/08/2023,10.35
11/08/2023,10.35
10/08/2023,10.25
09/08/2023,10.298
08/08/2023,10.253
07/08/2023,10.3
06/08/2023,10.3
05/08/2023,10.3
04/08/2023,10.3
03/08/2023,10.513
02/08/2023,10.38
01/08/2023,10.26
31/07/2023,10.061
30/07/2023,10.25
29/07/2023,10.25
28/07/2023,10.25
27/07/2023,10.25
26/07/2023,10.25
25/07/2023,10.321
24/07/2023,10.3
23/07/2023,10.025
22/07/2023,10.025
21/07/2023,10.025
20/07/2023,10.048
19/07/2023,10.048
18/07/2023,10.02
17/07/2023,10.028
16/07/2023,9.8
15/07/2023,9.8
14/07/2023,9.8
13/07/2023,9.836
12/07/2023,9.851
11/07/2023,9.882
10/07/2023,10.059
09/07/2023,10.21
08/07/2023,10.21
07/07/2023,10.21
06/07/2023,10.25
05/07/2023,10.166
04/07/2023,10.166
03/07/2023,10.166
02/07/2023,10.166
01/07/2023,10.166
30/06/2023,10.166
29/06/2023,10.166
28/06/2023,10.15
27/06/2023,10.076
26/06/2023,10.28
23/06/2023,10.36
22/06/2023,10.294
21/06/2023,10.241
20/06/2023,10.399
18/06/2023,10.407
17/06/2023,10.407
16/06/2023,10.407
15/06/2023,10.572
14/06/2023,10.48
13/06/2023,10.41
10/06/2023,10.47
09/06/2023,10.47
08/06/2023,10.542
07/06/2023,10.88
06/06/2023,10.85
05/06/2023,10.8
04/06/2023,11.1
03/06/2023,11.1
02/06/2023,11.1
01/06/2023,11.25
31/05/2023,11.09
30/05/2023,11.05
29/05/2023,11.11
26/05/2023,11.31
25/05/2023,11.364
24/05/2023,11.3
23/05/2023,11.274
19/05/2023,11.237
18/05/2023,11.1
17/05/2023,10.992
16/05/2023,10.905
15/05/2023,10.9
12/05/2023,11.1
11/05/2023,11.23
10/05/2023,11.396
09/05/2023,11.3
08/05/2023,11.324
05/05/2023,11.4
04/05/2023,11.55
03/05/2023,11.737
02/05/2023,11.939
28/04/2023,11.789
27/04/2023,11.8
26/04/2023,11.421
25/04/2023,11.301
24/04/2023,11.37
21/04/2023,11.452
20/04/2023,11.46
19/04/2023,11.515
18/04/2023,11.401
17/04/2023,11.5
15/04/2023,11.4
14/04/2023,11.4
13/04/2023,11.402
12/04/2023,11.49
11/04/2023,11.66
10/04/2023,11.7
05/04/2023,11.55
04/04/2023,11.501
03/04/2023,11.51
31/03/2023,11.62
30/03/2023,11.78
29/03/2023,11.953
28/03/2023,12.02
27/03/2023,11.9
23/03/2023,11.885
22/03/2023,12.05
21/03/2023,12.177
19/03/2023,12.21
18/03/2023,12.21
17/03/2023,12.21
16/03/2023,12.406
15/03/2023,12.49
14/03/2023,12.7
13/03/2023,12.45
10/03/2023,12.28
09/03/2023,12.54
08/03/2023,12.413
07/03/2023,12.5
06/03/2023,12.4
03/03/2023,12.605
02/03/2023,13.091
01/03/2023,13.06
28/02/2023,13.16
27/02/2023,13.01
24/02/2023,13.15
23/02/2023,12.94
22/02/2023,13.0
21/02/2023,13.301
20/02/2023,13.15
19/02/2023,12.85
18/02/2023,12.85
17/02/2023,12.85
16/02/2023,12.61
14/02/2023,12.255
13/02/2023,12.221
10/02/2023,12.17
09/02/2023,11.87
08/02/2023,11.9
07/02/2023,11.728
06/02/2023,11.8
05/02/2023,11.75
04/02/2023,11.75
03/02/2023,11.75
02/02/2023,11.834
01/02/2023,11.94
31/01/2023,12.15
30/01/2023,12.3
27/01/2023,12.2
26/01/2023,11.98
25/01/2023,11.9
24/01/2023,12.1
23/01/2023,12.531
20/01/2023,12.328
19/01/2023,12.352
18/01/2023,12.402
17/01/2023,12.332
16/01/2023,12.0
15/01/2023,12.106
14/01/2023,12.106
13/01/2023,12.106
12/01/2023,10.474
11/01/2023,11.368
10/01/2023,13.132
09/01/2023,10.608
08/01/2023,10.26
07/01/2023,10.166
06/01/2023,11.25
05/01/2023,13.478
04/01/2023,13.356
03/01/2023,13.06
02/01/2023,11.94
29/12/2022,13.048
28/12/2022,13.101
27/12/2022,13.065
26/12/2022,12.85
23/12/2022,12.787
22/12/2022,12.8
21/12/2022,12.92
20/12/2022,12.9
19/12/2022,13.04
16/12/2022,12.83
15/12/2022,12.917
14/12/2022,13.099
13/12/2022,12.947
12/12/2022,13.282
09/12/2022,13.1
07/12/2022,12.582
06/12/2022,12.491
05/12/2022,12.4
02/12/2022,12.2
01/12/2022,12.5
30/11/2022,13.13
29/11/2022,13.03
28/11/2022,13.3
26/11/2022,13.255
25/11/2022,13.255
24/11/2022,13.06
23/11/2022,12.95
22/11/2022,13.21
21/11/2022,13.476
18/11/2022,13.42
17/11/2022,13.502
16/11/2022,13.29
15/11/2022,13.245
11/11/2022,13.47
10/11/2022,13.41
09/11/2022,13.929
08/11/2022,14.005
04/11/2022,14.25
03/11/2022,14.333
02/11/2022,14.3
01/11/2022,14.1
31/10/2022,13.928
30/10/2022,13.8
29/10/2022,13.8
28/10/2022,13.8
27/10/2022,14.0
26/10/2022,13.8
25/10/2022,14.019
24/10/2022,14.625
21/10/2022,14.965
20/10/2022,15.199
19/10/2022,14.4
18/10/2022,14.1
14/10/2022,14.4
13/10/2022,13.63
12/10/2022,13.48
11/10/2022,13.3
10/10/2022,13.32
07/10/2022,13.17
06/10/2022,13.21
05/10/2022,12.8
04/10/2022,12.61
03/10/2022,12.665
02/10/2022,12.789
01/10/2022,12.789
30/09/2022,12.789
29/09/2022,12.77
28/09/2022,12.74
27/09/2022,12.75
26/09/2022,12.71
23/09/2022,12.547
22/09/2022,12.411
21/09/2022,12.391
20/09/2022,12.45
19/09/2022,12.234
17/09/2022,12.5
16/09/2022,12.5
15/09/2022,12.5
14/09/2022,12.689
13/09/2022,12.59
12/09/2022,12.45
10/09/2022,12.3
09/09/2022,12.251
08/09/2022,12.25
07/09/2022,12.275
06/09/2022,12.41
05/09/2022,12.24
02/09/2022,12.062
01/09/2022,12.2
30/08/2022,12.02
29/08/2022,12.0
26/08/2022,11.93
25/08/2022,11.978
24/08/2022,12.14
23/08/2022,12.096
22/08/2022,12.15
19/08/2022,11.95
18/08/2022,11.798
17/08/2022,11.73
16/08/2022,11.677
14/08/2022,11.8
12/08/2022,11.8
11/08/2022,11.75
10/08/2022,11.7
09/08/2022,12.18
08/08/2022,12.102
05/08/2022,12.102
04/08/2022,11.552
03/08/2022,11.793
02/08/2022,11.65
01/08/2022,11.8
30/07/2022,12.249
29/07/2022,12.249
28/07/2022,12.68
27/07/2022,12.85
26/07/2022,12.926
25/07/2022,12.885
22/07/2022,12.8
21/07/2022,13.098
19/07/2022,13.05
18/07/2022,12.835
16/07/2022,13.3
15/07/2022,13.3
14/07/2022,13.47
13/07/2022,12.522
12/07/2022,12.52
11/07/2022,12.21
10/07/2022,11.695
09/07/2022,11.695
08/07/2022,11.695
07/07/2022,11.605
06/07/2022,11.37
05/07/2022,11.199
02/07/2022,11.319
01/07/2022,11.319
30/06/2022,11.561
29/06/2022,11.579
28/06/2022,11.54
24/06/2022,11.69
23/06/2022,11.65
22/06/2022,11.885
21/06/2022,11.993
17/06/2022,11.3
16/06/2022,11.58
15/06/2022,11.4
14/06/2022,11.7
13/06/2022,11.53
10/06/2022,11.267
09/06/2022,11.29
08/06/2022,11.355
07/06/2022,11.226
06/06/2022,10.87
03/06/2022,10.55
02/06/2022,10.572
01/06/2022,10.76
31/05/2022,10.641
29/05/2022,11.1
27/05/2022,11.1
26/05/2022,10.98
25/05/2022,11.105
24/05/2022,11.309
23/05/2022,11.3
20/05/2022,11.321
19/05/2022,11.55
18/05/2022,11.67
17/05/2022,11.801
16/05/2022,11.55
13/05/2022,11.381
12/05/2022,11.2
11/05/2022,11.07
10/05/2022,11.0
09/05/2022,10.919
06/05/2022,10.756
05/05/2022,10.615
04/05/2022,10.36
03/05/2022,10.4
02/05/2022,10.6
29/04/2022,10.32
28/04/2022,10.259
27/04/2022,10.1
26/04/2022,10.1
25/04/2022,9.99
22/04/2022,9.93
21/04/2022,9.75
20/04/2022,9.78
19/04/2022,9.81
18/04/2022,9.66
13/04/2022,9.559
12/04/2022,9.5
11/04/2022,9.715
09/04/2022,9.6
08/04/2022,9.6
07/04/2022,9.332
06/04/2022,9.15
05/04/2022,9.4
04/04/2022,9.3
01/04/2022,9.567
31/03/2022,9.73
30/03/2022,9.766
29/03/2022,9.72
28/03/2022,10.102
25/03/2022,10.21
24/03/2022,10.0
23/03/2022,9.95
22/03/2022,9.757
20/03/2022,9.67
19/03/2022,9.67
18/03/2022,9.67
17/03/2022,9.66
16/03/2022,9.695
15/03/2022,9.72
14/03/2022,9.77
12/03/2022,9.705
11/03/2022,9.705
10/03/2022,9.762
09/03/2022,9.8
08/03/2022,9.81
07/03/2022,9.66
06/03/2022,9.44
04/03/2022,9.44
03/03/2022,9.25
02/03/2022,9.36
01/03/2022,9.32
28/02/2022,9.51
26/02/2022,9.41
25/02/2022,9.41
24/02/2022,9.488
23/02/2022,9.25
22/02/2022,9.151
21/02/2022,9.05
20/02/2022,9.0
18/02/2022,9.0
17/02/2022,9.01
16/02/2022,8.96
15/02/2022,9.014
14/02/2022,9.055
13/02/2022,9.041
12/02/2022,9.041
11/02/2022,9.041
10/02/2022,9.0
09/02/2022,8.9
08/02/2022,8.81
07/02/2022,8.66
05/02/2022,8.56
04/02/2022,8.56
03/02/2022,8.641
02/02/2022,8.705
01/02/2022,8.684
31/01/2022,8.9
30/01/2022,8.9
29/01/2022,8.9
28/01/2022,8.9
27/01/2022,8.933
26/01/2022,8.832
25/01/2022,8.86
24/01/2022,8.92
23/01/2022,8.771
22/01/2022,8.771
21/01/2022,8.771
20/01/2022,8.95
19/01/2022,9.06
18/01/2022,9.089
17/01/2022,8.89
14/01/2022,8.77
13/01/2022,8.74
12/01/2022,8.801
11/01/2022,8.87
09/01/2022,8.72
08/01/2022,8.72
07/01/2022,8.72
06/01/2022,8.533
05/01/2022,8.45
04/01/2022,8.359
03/01/2022,8.214
29/12/2021,8.135
28/12/2021,8.06
23/12/2021,8.1
22/12/2021,8.07
21/12/2021,8.0
20/12/2021,7.915
19/12/2021,7.856
18/12/2021,7.856
