DATES,Ryr
21/10/2025,20.280
20/10/2025,20.270
17/10/2025,20.430
16/10/2025,20.430
15/10/2025,20.390
14/10/2025,20.450
13/10/2025,20.410
10/10/2025,20.240
09/10/2025,20.240
08/10/2025,20.390
07/10/2025,20.830
06/10/2025,21.920
03/10/2025,21.770
02/10/2025,21.770
01/10/2025,21.780
30/09/2025,21.800
29/09/2025,21.630
26/09/2025,21.760
25/09/2025,21.760
24/09/2025,21.750
23/09/2025,21.820
22/09/2025,21.880
19/09/2025,21.820
18/09/2025,21.820
17/09/2025,21.830
16/09/2025,21.820
15/09/2025,21.780
12/09/2025,21.900
11/09/2025,21.900
10/09/2025,21.740
09/09/2025,21.820
08/09/2025,22.200
05/09/2025,22.280
04/09/2025,22.280
03/09/2025,22.280
02/09/2025,22.280
01/09/2025,22.360
29/08/2025,22.320
28/08/2025,22.320
27/08/2025,22.160
26/08/2025,22.220
25/08/2025,22.560
22/08/2025,22.790
21/08/2025,22.790
20/08/2025,22.800
19/08/2025,22.470
18/08/2025,23.380
15/08/2025,23.710
14/08/2025,23.710
13/08/2025,23.700
12/08/2025,23.890
11/08/2025,23.890
08/08/2025,23.650
07/08/2025,23.650
06/08/2025,23.940
05/08/2025,23.910
04/08/2025,23.300
01/08/2025,23.220
31/07/2025,23.220
30/07/2025,23.280
29/07/2025,23.450
28/07/2025,23.350
25/07/2025,23.220
24/07/2025,23.220
23/07/2025,23.213
22/07/2025,23.162
21/07/2025,23.100
18/07/2025,22.650
17/07/2025,22.650
16/07/2025,22.710
15/07/2025,22.480
14/07/2025,22.060
11/07/2025,22.220
10/07/2025,22.220
09/07/2025,22.270
08/07/2025,22.650
07/07/2025,22.660
04/07/2025,21.950
03/07/2025,22.250
02/07/2025,21.950
01/07/2025,21.720
30/06/2025,21.710
27/06/2025,21.710
26/06/2025,22.010
25/06/2025,21.710
24/06/2025,21.670
23/06/2025,21.100
20/06/2025,21.170
19/06/2025,21.170
18/06/2025,21.160
17/06/2025,20.960
16/06/2025,20.880
13/06/2025,20.920
12/06/2025,20.920
11/06/2025,20.900
10/06/2025,20.910
09/06/2025,21.070
06/06/2025,20.770
05/06/2025,21.070
04/06/2025,20.770
03/06/2025,20.690
02/06/2025,20.830
30/05/2025,20.880
29/05/2025,20.880
28/05/2025,20.840
27/05/2025,20.890
26/05/2025,21.010
23/05/2025,21.080
22/05/2025,21.080
21/05/2025,21.070
20/05/2025,21.040
19/05/2025,21.160
16/05/2025,21.140
15/05/2025,21.140
14/05/2025,21.110
13/05/2025,21.030
12/05/2025,20.860
09/05/2025,20.650
08/05/2025,20.650
07/05/2025,20.680
06/05/2025,20.710
05/05/2025,20.620
02/05/2025,20.710
30/04/2025,20.710
29/04/2025,20.710
28/04/2025,21.000
25/04/2025,20.980
23/04/2025,20.980
22/04/2025,21.120
18/04/2025,21.120
17/04/2025,21.120
16/04/2025,21.060
15/04/2025,20.950
14/04/2025,20.880
11/04/2025,20.850
10/04/2025,21.250
09/04/2025,21.280
08/04/2025,20.270
07/04/2025,20.200
04/04/2025,20.210
03/04/2025,20.210
02/04/2025,20.150
28/03/2025,20.150
27/03/2025,20.150
26/03/2025,20.310
25/03/2025,20.330
24/03/2025,20.490
21/03/2025,20.850
20/03/2025,20.750
19/03/2025,21.060
18/03/2025,21.300
17/03/2025,21.480
14/03/2025,21.520
13/03/2025,21.520
12/03/2025,21.530
11/03/2025,21.580
10/03/2025,21.580
07/03/2025,21.600
06/03/2025,21.600
05/03/2025,21.640
04/03/2025,21.660
03/03/2025,21.560
28/02/2025,21.460
27/02/2025,21.460
26/02/2025,21.450
25/02/2025,21.380
24/02/2025,21.380
21/02/2025,21.420
20/02/2025,21.420
19/02/2025,21.540
18/02/2025,21.600
17/02/2025,21.600
14/02/2025,21.690
13/02/2025,21.690
12/02/2025,21.620
11/02/2025,21.540
10/02/2025,21.510
07/02/2025,21.710
06/02/2025,21.710
05/02/2025,21.710
04/02/2025,21.760
03/02/2025,21.870
31/01/2025,22.000
30/01/2025,22.000
29/01/2025,21.960
28/01/2025,21.970
27/01/2025,21.930
24/01/2025,22.060
23/01/2025,22.060
22/01/2025,22.340
21/01/2025,22.370
20/01/2025,22.500
17/01/2025,22.630
16/01/2025,22.630
15/01/2025,22.840
14/01/2025,23.090
13/01/2025,23.220
10/01/2025,24.610
09/01/2025,24.610
08/01/2025,25.010
06/01/2025,25.010
03/01/2025,25.610
02/01/2025,25.610
31/12/2024,25.360
30/12/2024,25.410
27/12/2024,25.770
26/12/2024,25.770
25/12/2024,25.780
24/12/2024,25.780
23/12/2024,25.600
20/12/2024,25.960
19/12/2024,25.960
18/12/2024,25.520
17/12/2024,25.170
16/12/2024,25.140
13/12/2024,25.110
12/12/2024,25.110
11/12/2024,25.030
10/12/2024,25.030
09/12/2024,25.000
06/12/2024,24.960
05/12/2024,24.960
04/12/2024,24.970
03/12/2024,24.760
02/12/2024,24.890
29/11/2024,24.860
28/11/2024,24.860
27/11/2024,24.840
26/11/2024,24.700
25/11/2024,24.210
22/11/2024,24.770
21/11/2024,24.770
20/11/2024,24.730
19/11/2024,24.870
18/11/2024,24.800
15/11/2024,24.740
14/11/2024,24.740
13/11/2024,24.660
12/11/2024,24.710
11/11/2024,24.750
08/11/2024,24.760
07/11/2024,24.760
06/11/2024,24.930
05/11/2024,24.400
04/11/2024,24.210
01/11/2024,24.180
31/10/2024,24.180
30/10/2024,24.390
29/10/2024,24.740
28/10/2024,24.540
25/10/2024,24.550
24/10/2024,24.550
23/10/2024,24.560
22/10/2024,24.560
21/10/2024,24.520
18/10/2024,24.040
17/10/2024,24.040
16/10/2024,23.950
15/10/2024,23.930
14/10/2024,23.790
11/10/2024,23.780
10/10/2024,23.780
09/10/2024,23.710
08/10/2024,23.530
07/10/2024,23.480
04/10/2024,23.590
03/10/2024,23.590
02/10/2024,23.660
01/10/2024,23.470
30/09/2024,23.900
27/09/2024,23.780
26/09/2024,23.780
25/09/2024,23.590
24/09/2024,23.710
23/09/2024,23.540
20/09/2024,24.010
19/09/2024,24.010
18/09/2024,24.120
17/09/2024,23.870
16/09/2024,23.820
13/09/2024,23.730
12/09/2024,23.730
11/09/2024,23.990
10/09/2024,24.400
09/09/2024,24.400
06/09/2024,23.270
05/09/2024,23.270
04/09/2024,23.060
03/09/2024,23.060
02/09/2024,22.290
30/08/2024,22.090
29/08/2024,22.090
28/08/2024,22.340
27/08/2024,22.360
26/08/2024,22.400
23/08/2024,22.560
22/08/2024,22.560
21/08/2024,22.560
20/08/2024,22.600
19/08/2024,22.530
16/08/2024,22.580
15/08/2024,22.580
14/08/2024,22.700
13/08/2024,22.680
12/08/2024,22.560
09/08/2024,22.910
08/08/2024,22.910
07/08/2024,23.760
06/08/2024,23.950
05/08/2024,23.940
02/08/2024,23.830
01/08/2024,23.830
31/07/2024,23.830
30/07/2024,23.790
29/07/2024,23.600
26/07/2024,23.820
25/07/2024,23.820
24/07/2024,23.820
23/07/2024,23.360
22/07/2024,23.370
19/07/2024,23.450
18/07/2024,23.450
17/07/2024,23.490
16/07/2024,23.690
15/07/2024,23.860
12/07/2024,23.770
11/07/2024,24.736
10/07/2024,23.770
09/07/2024,23.660
08/07/2024,23.450
05/07/2024,23.260
04/07/2024,23.260
03/07/2024,23.450
02/07/2024,23.480
01/07/2024,23.720
28/06/2024,23.780
27/06/2024,23.780
26/06/2024,23.760
25/06/2024,24.110
24/06/2024,24.100
21/06/2024,24.190
20/06/2024,25.203
19/06/2024,25.203
18/06/2024,25.203
17/06/2024,25.203
14/06/2024,24.190
13/06/2024,24.190
12/06/2024,24.430
11/06/2024,24.570
10/06/2024,24.580
07/06/2024,24.710
06/06/2024,24.710
05/06/2024,24.740
04/06/2024,24.690
03/06/2024,24.900
31/05/2024,25.280
30/05/2024,25.280
29/05/2024,25.340
28/05/2024,25.320
27/05/2024,25.390
24/05/2024,25.730
23/05/2024,25.730
22/05/2024,25.720
21/05/2024,25.790
20/05/2024,26.000
17/05/2024,26.180
16/05/2024,26.180
15/05/2024,26.340
14/05/2024,26.340
13/05/2024,26.360
10/05/2024,27.030
09/05/2024,27.030
08/05/2024,27.320
07/05/2024,27.340
06/05/2024,28.589
03/05/2024,27.300
02/05/2024,27.300
01/05/2024,27.650
30/04/2024,27.650
29/04/2024,27.660
26/04/2024,27.700
25/04/2024,29.044
24/04/2024,27.700
23/04/2024,27.580
22/04/2024,27.650
19/04/2024,27.600
18/04/2024,27.600
17/04/2024,27.380
16/04/2024,27.380
15/04/2024,28.290
12/04/2024,28.220
11/04/2024,29.637
10/04/2024,29.637
09/04/2024,29.637
08/04/2024,28.220
05/04/2024,28.750
04/04/2024,28.750
03/04/2024,28.760
02/04/2024,28.760
01/04/2024,28.770
29/03/2024,28.680
28/03/2024,28.680
27/03/2024,28.710
26/03/2024,28.700
25/03/2024,28.700
22/03/2024,28.580
21/03/2024,28.580
20/03/2024,28.550
19/03/2024,28.470
18/03/2024,28.460
15/03/2024,28.410
14/03/2024,28.410
13/03/2024,28.420
12/03/2024,28.430
11/03/2024,28.430
08/03/2024,27.760
07/03/2024,27.760
06/03/2024,27.760
05/03/2024,27.470
04/03/2024,27.380
01/03/2024,27.350
29/02/2024,27.350
28/02/2024,27.450
27/02/2024,27.450
26/02/2024,27.430
23/02/2024,27.390
22/02/2024,27.390
21/02/2024,27.490
20/02/2024,27.590
19/02/2024,27.730
16/02/2024,27.690
15/02/2024,27.690
14/02/2024,27.590
13/02/2024,26.750
12/02/2024,26.790
09/02/2024,26.800
08/02/2024,26.800
07/02/2024,26.800
06/02/2024,26.800
05/02/2024,26.780
02/02/2024,26.750
01/02/2024,26.750
31/01/2024,26.750
30/01/2024,26.650
29/01/2024,26.680
26/01/2024,26.620
25/01/2024,27.832
24/01/2024,26.620
23/01/2024,26.500
22/01/2024,26.520
19/01/2024,26.400
18/01/2024,26.400
17/01/2024,26.320
16/01/2024,26.310
15/01/2024,26.270
12/01/2024,25.330
11/01/2024,25.330
10/01/2024,25.330
09/01/2024,25.250
08/01/2024,25.130
05/01/2024,25.130
04/01/2024,25.130
03/01/2024,25.060
02/01/2024,24.960
01/01/2024,25.863
29/12/2023,25.080
28/12/2023,25.080
27/12/2023,25.170
26/12/2023,25.080
25/12/2023,24.880
22/12/2023,24.870
21/12/2023,24.870
20/12/2023,24.870
19/12/2023,24.870
18/12/2023,24.830
15/12/2023,24.760
14/12/2023,24.750
13/12/2023,24.750
12/12/2023,24.720
11/12/2023,24.740
08/12/2023,24.760
07/12/2023,24.760
06/12/2023,24.770
05/12/2023,24.770
04/12/2023,24.770
01/12/2023,24.650
30/11/2023,24.650
29/11/2023,24.630
28/11/2023,24.590
27/11/2023,24.590
24/11/2023,24.630
23/11/2023,24.630
22/11/2023,24.650
21/11/2023,24.660
20/11/2023,24.610
17/11/2023,24.660
16/11/2023,24.660
15/11/2023,24.720
14/11/2023,24.890
13/11/2023,24.870
10/11/2023,25.080
09/11/2023,25.080
08/11/2023,24.930
07/11/2023,25.030
06/11/2023,24.940
03/11/2023,24.880
02/11/2023,24.880
01/11/2023,24.870
31/10/2023,24.870
30/10/2023,24.800
27/10/2023,24.310
26/10/2023,24.310
25/10/2023,24.350
24/10/2023,24.440
23/10/2023,24.640
20/10/2023,24.240
19/10/2023,24.240
18/10/2023,24.350
17/10/2023,24.460
16/10/2023,24.630
13/10/2023,24.640
12/10/2023,24.640
11/10/2023,24.640
10/10/2023,24.330
09/10/2023,23.960
06/10/2023,23.940
05/10/2023,23.940
04/10/2023,23.940
03/10/2023,23.840
02/10/2023,23.890
29/09/2023,23.970
28/09/2023,24.853
27/09/2023,24.470
26/09/2023,24.350
25/09/2023,24.510
22/09/2023,25.160
21/09/2023,25.160
20/09/2023,25.440
19/09/2023,25.360
18/09/2023,25.240
15/09/2023,24.090
14/09/2023,24.090
13/09/2023,24.060
12/09/2023,24.010
11/09/2023,23.940
08/09/2023,24.050
07/09/2023,24.050
06/09/2023,23.500
05/09/2023,23.910
04/09/2023,23.910
01/09/2023,24.000
31/08/2023,24.000
30/08/2023,24.200
29/08/2023,24.310
28/08/2023,24.070
25/08/2023,23.870
24/08/2023,23.870
23/08/2023,23.860
22/08/2023,23.860
21/08/2023,23.740
18/08/2023,23.670
17/08/2023,23.670
16/08/2023,23.590
15/08/2023,23.720
14/08/2023,23.670
11/08/2023,23.520
10/08/2023,23.520
09/08/2023,23.500
08/08/2023,23.270
07/08/2023,23.210
04/08/2023,23.120
03/08/2023,23.120
02/08/2023,23.060
01/08/2023,23.090
31/07/2023,23.210
28/07/2023,23.280
27/07/2023,23.280
26/07/2023,23.140
25/07/2023,23.010
24/07/2023,23.100
21/07/2023,23.110
20/07/2023,23.997
19/07/2023,23.110
18/07/2023,23.010
17/07/2023,22.910
14/07/2023,22.830
13/07/2023,22.830
12/07/2023,22.720
11/07/2023,22.530
10/07/2023,22.450
07/07/2023,22.370
06/07/2023,22.370
05/07/2023,22.210
04/07/2023,22.460
03/07/2023,23.584
30/06/2023,22.730
29/06/2023,23.572
28/06/2023,23.572
27/06/2023,23.572
26/06/2023,22.730
23/06/2023,22.840
22/06/2023,22.840
21/06/2023,22.840
20/06/2023,22.800
19/06/2023,23.150
16/06/2023,23.610
15/06/2023,23.610
14/06/2023,23.620
13/06/2023,23.630
12/06/2023,23.710
09/06/2023,23.600
08/06/2023,23.600
07/06/2023,23.600
06/06/2023,23.600
05/06/2023,23.600
02/06/2023,23.660
01/06/2023,23.660
31/05/2023,23.980
30/05/2023,24.010
29/05/2023,24.170
26/05/2023,23.920
25/05/2023,23.920
24/05/2023,23.900
23/05/2023,23.870
22/05/2023,23.910
19/05/2023,23.940
18/05/2023,23.940
17/05/2023,23.960
16/05/2023,24.000
15/05/2023,23.990
12/05/2023,23.760
11/05/2023,23.760
10/05/2023,23.720
09/05/2023,23.650
08/05/2023,23.590
05/05/2023,23.590
04/05/2023,24.526
03/05/2023,23.590
02/05/2023,23.620
01/05/2023,23.530
28/04/2023,23.530
27/04/2023,23.530
26/04/2023,23.440
25/04/2023,23.728
24/04/2023,23.726
21/04/2023,22.870
20/04/2023,22.870
19/04/2023,22.870
18/04/2023,22.980
17/04/2023,23.740
14/04/2023,22.880
13/04/2023,22.880
12/04/2023,22.830
11/04/2023,22.832
10/04/2023,22.830
07/04/2023,22.730
06/04/2023,22.730
05/04/2023,22.650
04/04/2023,22.620
03/04/2023,22.530
31/03/2023,22.420
30/03/2023,22.420
29/03/2023,21.200
28/03/2023,21.160
27/03/2023,21.150
24/03/2023,21.090
23/03/2023,21.090
22/03/2023,21.090
21/03/2023,20.980
20/03/2023,21.920
17/03/2023,21.810
16/03/2023,21.810
15/03/2023,21.620
14/03/2023,21.410
13/03/2023,21.250
10/03/2023,21.210
09/03/2023,21.210
08/03/2023,21.180
07/03/2023,21.170
06/03/2023,21.130
03/03/2023,21.080
02/03/2023,21.080
01/03/2023,21.190
28/02/2023,21.100
27/02/2023,20.550
24/02/2023,20.590
23/02/2023,20.590
22/02/2023,20.580
21/02/2023,20.180
20/02/2023,20.140
17/02/2023,20.820
16/02/2023,20.820
15/02/2023,20.890
14/02/2023,20.880
13/02/2023,20.790
10/02/2023,20.950
09/02/2023,20.950
08/02/2023,20.970
07/02/2023,20.950
06/02/2023,21.080
03/02/2023,19.910
02/02/2023,19.910
01/02/2023,19.960
31/01/2023,19.870
30/01/2023,19.610
27/01/2023,19.790
26/01/2023,20.335
25/01/2023,19.790
24/01/2023,19.700
23/01/2023,19.670
20/01/2023,19.520
19/01/2023,19.520
18/01/2023,18.830
17/01/2023,18.760
16/01/2023,18.690
13/01/2023,18.520
12/01/2023,18.520
11/01/2023,18.520
10/01/2023,18.730
09/01/2023,18.630
06/01/2023,18.490
05/01/2023,18.490
04/01/2023,18.480
03/01/2023,18.530
02/01/2023,18.280
30/12/2022,18.300
29/12/2022,18.300
28/12/2022,18.350
27/12/2022,18.370
26/12/2022,18.570
23/12/2022,18.580
22/12/2022,18.580
21/12/2022,18.570
20/12/2022,18.660
19/12/2022,18.290
16/12/2022,18.140
15/12/2022,18.140
14/12/2022,18.000
13/12/2022,18.030
12/12/2022,18.000
09/12/2022,17.960
08/12/2022,17.960
07/12/2022,17.910
06/12/2022,18.170
05/12/2022,18.140
02/12/2022,18.550
01/12/2022,18.550
30/11/2022,18.550
29/11/2022,19.030
28/11/2022,19.030
25/11/2022,19.110
24/11/2022,19.110
23/11/2022,19.040
22/11/2022,18.920
21/11/2022,19.030
18/11/2022,18.880
17/11/2022,18.880
16/11/2022,19.090
15/11/2022,19.100
14/11/2022,19.100
11/11/2022,19.170
10/11/2022,19.170
09/11/2022,19.120
08/11/2022,19.090
07/11/2022,19.080
04/11/2022,18.990
03/11/2022,18.990
02/11/2022,18.060
01/11/2022,18.310
31/10/2022,18.030
28/10/2022,18.300
27/10/2022,18.300
26/10/2022,18.110
25/10/2022,17.980
24/10/2022,18.230
21/10/2022,18.210
20/10/2022,18.210
19/10/2022,18.130
18/10/2022,18.140
17/10/2022,18.160
14/10/2022,18.370
13/10/2022,18.370
12/10/2022,18.420
11/10/2022,18.440
10/10/2022,18.420
07/10/2022,18.340
06/10/2022,18.752
05/10/2022,18.340
04/10/2022,18.260
03/10/2022,18.360
30/09/2022,18.310
29/09/2022,18.310
28/09/2022,18.330
27/09/2022,18.300
26/09/2022,18.530
23/09/2022,18.430
22/09/2022,18.430
21/09/2022,18.350
20/09/2022,18.330
19/09/2022,18.170
16/09/2022,18.190
15/09/2022,18.190
14/09/2022,18.260
13/09/2022,18.280
12/09/2022,18.240
09/09/2022,18.300
08/09/2022,18.300
07/09/2022,18.230
06/09/2022,18.130
05/09/2022,18.170
02/09/2022,18.200
01/09/2022,18.200
31/08/2022,18.170
30/08/2022,18.090
29/08/2022,18.200
26/08/2022,18.060
25/08/2022,18.060
24/08/2022,18.020
23/08/2022,17.990
22/08/2022,17.910
19/08/2022,18.010
18/08/2022,18.010
17/08/2022,17.910
16/08/2022,17.890
15/08/2022,17.680
12/08/2022,17.710
11/08/2022,17.710
10/08/2022,17.690
09/08/2022,17.620
08/08/2022,17.620
05/08/2022,17.640
04/08/2022,17.640
03/08/2022,17.510
02/08/2022,17.470
01/08/2022,17.570
29/07/2022,17.550
28/07/2022,17.550
27/07/2022,17.520
26/07/2022,17.470
25/07/2022,17.400
22/07/2022,17.030
21/07/2022,17.030
20/07/2022,16.900
19/07/2022,16.720
18/07/2022,16.580
15/07/2022,16.610
14/07/2022,16.975
13/07/2022,16.975
12/07/2022,16.975
11/07/2022,16.975
08/07/2022,16.610
07/07/2022,16.610
06/07/2022,16.550
05/07/2022,16.520
04/07/2022,16.540
01/07/2022,17.017
30/06/2022,17.017
29/06/2022,16.650
28/06/2022,16.580
27/06/2022,16.760
24/06/2022,16.970
23/06/2022,16.970
22/06/2022,16.980
21/06/2022,17.050
20/06/2022,17.000
17/06/2022,17.010
16/06/2022,17.010
15/06/2022,16.920
14/06/2022,17.060
13/06/2022,16.910
10/06/2022,17.040
09/06/2022,17.040
08/06/2022,16.990
07/06/2022,17.020
06/06/2022,17.030
03/06/2022,17.300
02/06/2022,17.300
01/06/2022,17.250
31/05/2022,17.280
30/05/2022,17.050
27/05/2022,16.520
26/05/2022,16.520
25/05/2022,16.600
24/05/2022,16.840
23/05/2022,16.840
20/05/2022,16.840
19/05/2022,16.840
18/05/2022,16.840
17/05/2022,16.690
16/05/2022,16.240
13/05/2022,15.990
12/05/2022,15.990
11/05/2022,15.750
10/05/2022,15.640
09/05/2022,15.400
06/05/2022,15.270
05/05/2022,15.527
04/05/2022,15.528
03/05/2022,15.528
02/05/2022,15.528
29/04/2022,15.270
28/04/2022,15.270
27/04/2022,15.180
26/04/2022,15.250
25/04/2022,15.561
22/04/2022,15.300
21/04/2022,15.300
20/04/2022,15.140
19/04/2022,15.140
18/04/2022,15.170
15/04/2022,15.280
14/04/2022,15.280
13/04/2022,15.350
12/04/2022,15.370
11/04/2022,15.480
08/04/2022,15.420
07/04/2022,15.420
06/04/2022,15.390
05/04/2022,15.490
04/04/2022,15.520
01/04/2022,15.520
31/03/2022,15.510
30/03/2022,16.150
29/03/2022,16.120
28/03/2022,16.290
25/03/2022,16.600
24/03/2022,16.600
23/03/2022,16.280
22/03/2022,16.010
21/03/2022,15.680
18/03/2022,15.610
17/03/2022,15.570
16/03/2022,15.250
15/03/2022,15.250
14/03/2022,15.750
11/03/2022,15.350
10/03/2022,15.350
09/03/2022,15.210
08/03/2022,14.887
07/03/2022,14.887
04/03/2022,14.891
03/03/2022,14.891
02/03/2022,14.891
01/03/2022,14.891
28/02/2022,14.891
25/02/2022,14.891
24/02/2022,14.891
23/02/2022,14.891
22/02/2022,14.891
21/02/2022,14.891
18/02/2022,14.903
17/02/2022,14.903
16/02/2022,14.903
15/02/2022,14.903
14/02/2022,14.903
11/02/2022,14.902
10/02/2022,14.902
09/02/2022,14.902
08/02/2022,14.903
07/02/2022,14.903
04/02/2022,14.893
03/02/2022,14.893
02/02/2022,14.893
01/02/2022,14.893
31/01/2022,14.893
28/01/2022,14.893
27/01/2022,15.242
26/01/2022,14.893
25/01/2022,14.893
24/01/2022,14.893
21/01/2022,14.900
20/01/2022,14.900
19/01/2022,14.900
18/01/2022,14.900
17/01/2022,14.900
14/01/2022,14.899
13/01/2022,14.899
12/01/2022,14.899
11/01/2022,14.899
10/01/2022,14.899
07/01/2022,14.893
06/01/2022,15.243
05/01/2022,14.893
04/01/2022,14.893
03/01/2022,14.893
31/12/2021,14.893
30/12/2021,14.893
29/12/2021,14.893
28/12/2021,14.894
27/12/2021,14.904
24/12/2021,14.904
23/12/2021,14.904
22/12/2021,14.904
21/12/2021,14.905
20/12/2021,14.903
17/12/2021,14.903
16/12/2021,14.903
15/12/2021,14.903
14/12/2021,14.903
13/12/2021,14.904
10/12/2021,14.911
09/12/2021,14.911
08/12/2021,14.911
07/12/2021,14.911
06/12/2021,14.911
03/12/2021,14.915
02/12/2021,14.915
01/12/2021,14.915
30/11/2021,14.915
29/11/2021,14.896
26/11/2021,14.896
25/11/2021,14.896
24/11/2021,14.896
23/11/2021,14.896
22/11/2021,14.896
19/11/2021,14.896
18/11/2021,14.896
17/11/2021,14.896
16/11/2021,14.896
15/11/2021,14.896
12/11/2021,14.894
11/11/2021,14.894
10/11/2021,14.894
09/11/2021,14.894
08/11/2021,14.894
05/11/2021,14.894
04/11/2021,14.894
03/11/2021,14.894
02/11/2021,14.894
01/11/2021,14.912
29/10/2021,14.913
28/10/2021,14.913
27/10/2021,14.913
26/10/2021,14.913
25/10/2021,14.913
22/10/2021,14.913
21/10/2021,15.266
20/10/2021,14.913
19/10/2021,14.913
18/10/2021,14.913
15/10/2021,14.889
14/10/2021,14.889
13/10/2021,14.889
12/10/2021,14.879
11/10/2021,14.875
08/10/2021,14.876
07/10/2021,15.227
06/10/2021,14.876
05/10/2021,14.886
04/10/2021,14.879
01/10/2021,14.880
30/09/2021,14.880
29/09/2021,14.880
28/09/2021,14.880
27/09/2021,14.882
24/09/2021,14.882
23/09/2021,14.882
22/09/2021,14.883
21/09/2021,14.883
20/09/2021,14.897
17/09/2021,14.897
16/09/2021,14.897
15/09/2021,14.897
14/09/2021,14.898
13/09/2021,14.898
10/09/2021,14.900
09/09/2021,14.900
08/09/2021,14.900
07/09/2021,14.900
06/09/2021,14.899
03/09/2021,14.978
02/09/2021,14.978
01/09/2021,15.272
31/08/2021,15.272
30/08/2021,15.273
27/08/2021,15.301
26/08/2021,15.301
25/08/2021,15.301
24/08/2021,15.301
23/08/2021,15.301
20/08/2021,15.301
19/08/2021,15.301
18/08/2021,15.301
17/08/2021,15.301
16/08/2021,15.373
13/08/2021,15.373
