countryname,quarter,JLoss,source,date
chile,2011Q1,2.5151590469892304,matlab,2011-01-01
chile,2011Q2,2.1961739098005006,matlab,2011-04-01
china,2004Q4,2.1759436983450953,matlab,2004-10-01
china,2005Q2,2.5742748482985234,matlab,2005-04-01
china,2006Q1,2.16385808709765,matlab,2006-01-01
china,2006Q4,2.4016186482208908,matlab,2006-10-01
china,2007Q2,2.5707460404706373,matlab,2007-04-01
china,2007Q3,5.000240055964131,matlab,2007-07-01
china,2007Q4,3.3879006372922005,matlab,2007-10-01
china,2008Q1,6.0416394205521184,matlab,2008-01-01
china,2008Q2,3.7361328635280815,matlab,2008-04-01
china,2008Q3,7.880421402044442,matlab,2008-07-01
china,2008Q4,8.692464767484102,matlab,2008-10-01
china,2009Q1,3.6124180284097296,matlab,2009-01-01
china,2009Q2,2.682833226183819,matlab,2009-04-01
china,2009Q3,3.8632311140786384,matlab,2009-07-01
china,2009Q4,2.274029832954263,matlab,2009-10-01
china,2010Q1,2.255059128159655,matlab,2010-01-01
china,2010Q2,2.4656885704968574,matlab,2010-04-01
china,2010Q3,2.2326441262951606,matlab,2010-07-01
china,2010Q4,2.3221012453615155,matlab,2010-10-01
china,2011Q1,2.2256461479322254,matlab,2011-01-01
china,2011Q2,2.1797753561210653,matlab,2011-04-01
colombia,2005Q2,2.410277249571203,matlab,2005-04-01
colombia,2005Q3,3.308772300482939,matlab,2005-07-01
colombia,2005Q4,3.2600598170774617,matlab,2005-10-01
colombia,2006Q1,2.904104575570458,matlab,2006-01-01
colombia,2006Q2,8.434538322348299,matlab,2006-04-01
colombia,2006Q3,2.4920040166372517,matlab,2006-07-01
colombia,2007Q4,2.334560788960159,matlab,2007-10-01
colombia,2008Q2,3.301877177980264,matlab,2008-04-01
colombia,2008Q3,3.499122193800761,matlab,2008-07-01
colombia,2008Q4,9.834541950921809,matlab,2008-10-01
colombia,2009Q1,3.4958250487130273,matlab,2009-01-01
colombia,2009Q2,2.4065412872817826,matlab,2009-04-01
colombia,2009Q4,2.3335476106524986,matlab,2009-10-01
colombia,2010Q2,2.4318101877208984,matlab,2010-04-01
colombia,2010Q4,2.432509795943932,matlab,2010-10-01
egypt,2001Q2,26.72543979281794,matlab,2001-04-01
egypt,2001Q3,26.732704002287562,matlab,2001-07-01
egypt,2001Q4,30.02637073543435,matlab,2001-10-01
egypt,2003Q1,8.340522676760923,matlab,2003-01-01
egypt,2004Q1,5.41834032749255,matlab,2004-01-01
egypt,2005Q1,2.318301450584601,matlab,2005-01-01
egypt,2005Q3,3.9257732519516053,matlab,2005-07-01
egypt,2005Q4,2.729067667757332,matlab,2005-10-01
egypt,2006Q1,3.3478381837577764,matlab,2006-01-01
egypt,2006Q2,6.703203915986117,matlab,2006-04-01
egypt,2006Q3,3.4287481477037693,matlab,2006-07-01
egypt,2006Q4,2.9066962381046464,matlab,2006-10-01
egypt,2007Q1,2.855702050044087,matlab,2007-01-01
egypt,2007Q2,2.687387071470761,matlab,2007-04-01
egypt,2007Q3,4.38459234074224,matlab,2007-07-01
egypt,2007Q4,2.8682123120701113,matlab,2007-10-01
egypt,2008Q1,3.8646667379019437,matlab,2008-01-01
egypt,2008Q2,4.214922931640262,matlab,2008-04-01
egypt,2008Q3,5.482175392336753,matlab,2008-07-01
egypt,2008Q4,15.52580368945051,matlab,2008-10-01
egypt,2009Q1,5.1079567524731315,matlab,2009-01-01
egypt,2009Q2,6.522228392001639,matlab,2009-04-01
egypt,2009Q3,3.081698878377313,matlab,2009-07-01
egypt,2009Q4,2.57806726466458,matlab,2009-10-01
egypt,2010Q1,2.6470740031643416,matlab,2010-01-01
egypt,2010Q2,3.859086216257733,matlab,2010-04-01
egypt,2010Q3,2.875816185620539,matlab,2010-07-01
egypt,2010Q4,3.167176116559216,matlab,2010-10-01
egypt,2011Q1,2.8172850024063516,matlab,2011-01-01
egypt,2011Q2,2.279620485355252,matlab,2011-04-01
indonesia,2000Q2,8.490913701942118,matlab,2000-04-01
indonesia,2000Q3,4.780441505657251,matlab,2000-07-01
indonesia,2001Q1,10.45269598881485,matlab,2001-01-01
indonesia,2001Q3,12.038829305359497,matlab,2001-07-01
indonesia,2001Q4,3.5182870034347093,matlab,2001-10-01
indonesia,2002Q1,3.527337482751343,matlab,2002-01-01
indonesia,2002Q2,4.140079791992327,matlab,2002-04-01
indonesia,2002Q3,6.058965352585015,matlab,2002-07-01
indonesia,2002Q4,5.056278705420875,matlab,2002-10-01
indonesia,2003Q1,8.531233120291215,matlab,2003-01-01
indonesia,2003Q3,3.1246979334732754,matlab,2003-07-01
indonesia,2003Q4,2.5110773993184496,matlab,2003-10-01
indonesia,2004Q1,2.6625864140817286,matlab,2004-01-01
indonesia,2004Q2,2.641838097818839,matlab,2004-04-01
indonesia,2004Q3,2.179747762178071,matlab,2004-07-01
indonesia,2004Q4,2.1641755310019253,matlab,2004-10-01
indonesia,2006Q1,2.768228507375122,matlab,2006-01-01
indonesia,2006Q2,4.477411659052305,matlab,2006-04-01
indonesia,2007Q3,2.9573043430995427,matlab,2007-07-01
indonesia,2008Q4,12.842578488608995,matlab,2008-10-01
indonesia,2009Q1,6.243593421806582,matlab,2009-01-01
indonesia,2010Q1,2.1990996902710447,matlab,2010-01-01
indonesia,2010Q2,2.623416529423355,matlab,2010-04-01
malaysia,2005Q1,2.2806865365890876,matlab,2005-01-01
malaysia,2005Q3,2.432236041675192,matlab,2005-07-01
malaysia,2005Q4,2.5876780910574206,matlab,2005-10-01
malaysia,2006Q1,2.2124098045496305,matlab,2006-01-01
malaysia,2006Q2,2.2453667177237997,matlab,2006-04-01
malaysia,2006Q3,2.190715283140182,matlab,2006-07-01
malaysia,2006Q4,2.1621630794940616,matlab,2006-10-01
malaysia,2007Q1,2.231447492115734,matlab,2007-01-01
malaysia,2007Q3,2.2055237526407714,matlab,2007-07-01
malaysia,2008Q1,2.1803491394454553,matlab,2008-01-01
malaysia,2008Q2,2.1673029326281936,matlab,2008-04-01
malaysia,2008Q3,3.219815329564219,matlab,2008-07-01
malaysia,2008Q4,6.314296636435445,matlab,2008-10-01
malaysia,2009Q1,2.614057707768229,matlab,2009-01-01
malaysia,2009Q2,2.3796087899336444,matlab,2009-04-01
malaysia,2009Q3,2.165814693021337,matlab,2009-07-01
malaysia,2009Q4,2.309186774497916,matlab,2009-10-01
malaysia,2010Q1,2.164384419408409,matlab,2010-01-01
malaysia,2010Q2,2.2019350156288957,matlab,2010-04-01
malaysia,2010Q3,2.1601064049041914,matlab,2010-07-01
malaysia,2010Q4,2.16512025560266,matlab,2010-10-01
malaysia,2011Q1,2.171756345840976,matlab,2011-01-01
malaysia,2011Q2,3.777543236082358,matlab,2011-04-01
mexico,1999Q4,6.171486853407938,matlab,1999-10-01
mexico,2000Q1,4.79341275689183,matlab,2000-01-01
mexico,2000Q2,6.2201511002291845,matlab,2000-04-01
mexico,2000Q3,6.500757568699855,matlab,2000-07-01
mexico,2000Q4,17.17488507435525,matlab,2000-10-01
mexico,2001Q1,8.811093512235628,matlab,2001-01-01
mexico,2001Q2,4.913104484762253,matlab,2001-04-01
mexico,2001Q3,3.208482656540228,matlab,2001-07-01
mexico,2001Q4,4.246794799939413,matlab,2001-10-01
mexico,2002Q1,2.7904717208121967,matlab,2002-01-01
mexico,2002Q2,4.452220162496335,matlab,2002-04-01
mexico,2002Q3,6.191223160454508,matlab,2002-07-01
mexico,2002Q4,6.854095163102647,matlab,2002-10-01
mexico,2003Q1,2.2931536830391916,matlab,2003-01-01
mexico,2003Q2,7.127153430409215,matlab,2003-04-01
mexico,2003Q3,2.800589293336536,matlab,2003-07-01
mexico,2003Q4,2.395447003439771,matlab,2003-10-01
mexico,2004Q1,3.3035863707749957,matlab,2004-01-01
mexico,2004Q2,3.3883510914186292,matlab,2004-04-01
mexico,2004Q3,2.408176904459263,matlab,2004-07-01
mexico,2004Q4,4.170423578529848,matlab,2004-10-01
mexico,2005Q1,6.047946666112972,matlab,2005-01-01
mexico,2005Q2,4.0281057895739725,matlab,2005-04-01
mexico,2005Q3,4.398148511717513,matlab,2005-07-01
mexico,2005Q4,3.946458843047984,matlab,2005-10-01
mexico,2006Q1,3.8509730984548813,matlab,2006-01-01
mexico,2006Q2,4.3424925300699195,matlab,2006-04-01
mexico,2006Q3,2.712477571135479,matlab,2006-07-01
mexico,2006Q4,5.122763675970304,matlab,2006-10-01
mexico,2007Q4,2.7238960392078955,matlab,2007-10-01
mexico,2008Q1,6.248778570428375,matlab,2008-01-01
mexico,2008Q2,2.7432983082879456,matlab,2008-04-01
mexico,2008Q3,5.039836180487605,matlab,2008-07-01
mexico,2008Q4,8.36539908881786,matlab,2008-10-01
mexico,2009Q1,4.853670423224982,matlab,2009-01-01
mexico,2009Q2,4.09271748638583,matlab,2009-04-01
mexico,2009Q3,2.9969405075843705,matlab,2009-07-01
mexico,2009Q4,2.5395770353290437,matlab,2009-10-01
mexico,2010Q1,3.0629618867085915,matlab,2010-01-01
mexico,2010Q2,2.722462698975488,matlab,2010-04-01
mexico,2010Q3,3.4079475097880714,matlab,2010-07-01
mexico,2010Q4,3.5239486516162644,matlab,2010-10-01
mexico,2011Q1,2.98004697299411,matlab,2011-01-01
mexico,2011Q2,2.777494301782279,matlab,2011-04-01
pakistan,2008Q3,28.92224564396891,matlab,2008-07-01
pakistan,2008Q4,36.46453135993012,matlab,2008-10-01
pakistan,2009Q2,31.317620814242783,matlab,2009-04-01
pakistan,2010Q2,5.891346916181498,matlab,2010-04-01
pakistan,2010Q3,4.1837096054991445,matlab,2010-07-01
pakistan,2010Q4,3.589073839406483,matlab,2010-10-01
panama,1999Q4,2.3816189294585803,matlab,1999-10-01
panama,2001Q4,4.364663738257023,matlab,2001-10-01
panama,2002Q2,3.9146791732559327,matlab,2002-04-01
panama,2002Q4,4.092887716385215,matlab,2002-10-01
panama,2003Q2,3.025148578385823,matlab,2003-04-01
panama,2003Q4,3.4703921049375355,matlab,2003-10-01
panama,2004Q2,2.299014161798206,matlab,2004-04-01
panama,2005Q2,2.2135464571413026,matlab,2005-04-01
panama,2005Q4,2.197095375986374,matlab,2005-10-01
panama,2008Q4,23.28152735640054,matlab,2008-10-01
philippines,1999Q3,24.103198395218946,matlab,1999-07-01
philippines,2002Q4,26.71129818147476,matlab,2002-10-01
philippines,2003Q3,17.33936882699238,matlab,2003-07-01
philippines,2003Q4,16.973372267618366,matlab,2003-10-01
philippines,2004Q1,13.021205139986046,matlab,2004-01-01
philippines,2004Q2,15.91298135860625,matlab,2004-04-01
philippines,2004Q3,10.936018951204948,matlab,2004-07-01
philippines,2004Q4,9.015536558166788,matlab,2004-10-01
philippines,2005Q1,8.985755810614904,matlab,2005-01-01
philippines,2005Q2,6.2209382206836406,matlab,2005-04-01
philippines,2005Q3,4.870044402951667,matlab,2005-07-01
philippines,2005Q4,5.693259785836877,matlab,2005-10-01
philippines,2006Q1,6.357597884639748,matlab,2006-01-01
philippines,2006Q2,12.99129945654827,matlab,2006-04-01
philippines,2006Q3,11.377964058508889,matlab,2006-07-01
philippines,2006Q4,5.280673321097055,matlab,2006-10-01
philippines,2007Q1,6.065353614718837,matlab,2007-01-01
philippines,2007Q2,5.077582497155723,matlab,2007-04-01
philippines,2007Q3,8.257508336866668,matlab,2007-07-01
philippines,2007Q4,5.608414400690301,matlab,2007-10-01
philippines,2008Q1,9.851489927318246,matlab,2008-01-01
philippines,2008Q2,6.911130580017154,matlab,2008-04-01
philippines,2008Q3,12.257785570897687,matlab,2008-07-01
philippines,2008Q4,18.37265776524579,matlab,2008-10-01
philippines,2009Q1,11.169315594101045,matlab,2009-01-01
philippines,2009Q2,6.673534995619843,matlab,2009-04-01
philippines,2009Q3,3.4553074761785627,matlab,2009-07-01
philippines,2009Q4,3.2465442820143173,matlab,2009-10-01
philippines,2010Q1,3.160590712571018,matlab,2010-01-01
philippines,2010Q2,3.8243837000521395,matlab,2010-04-01
philippines,2010Q3,2.2601912355889175,matlab,2010-07-01
philippines,2010Q4,2.587150501614866,matlab,2010-10-01
philippines,2011Q1,2.6564354732787043,matlab,2011-01-01
philippines,2011Q2,2.316590393457112,matlab,2011-04-01
poland,2008Q2,5.9326955669209065,matlab,2008-04-01
poland,2009Q4,2.162242867634443,matlab,2009-10-01
poland,2010Q2,2.1831488329304563,matlab,2010-04-01
russia,2005Q3,9.43992242366277,merton,2005-07-01
russia,2005Q4,5.992647541749344,merton,2005-10-01
russia,2006Q1,19.725711065820995,merton,2006-01-01
russia,2006Q2,17.125291968290586,merton,2006-04-01
russia,2006Q3,2.299433627103386,merton,2006-07-01
russia,2006Q4,2.6629916935701625,merton,2006-10-01
russia,2007Q1,2.6480222225467,merton,2007-01-01
russia,2007Q2,2.2458240173853574,merton,2007-04-01
russia,2007Q3,6.933811617503614,merton,2007-07-01
russia,2007Q4,3.5657945924452936,merton,2007-10-01
russia,2008Q1,3.2218892374269013,merton,2008-01-01
russia,2008Q2,3.379721273478948,merton,2008-04-01
russia,2008Q3,28.24454862044089,merton,2008-07-01
russia,2008Q4,23.018706389856817,merton,2008-10-01
russia,2009Q2,11.422533591974489,merton,2009-04-01
russia,2009Q3,12.581121267080858,merton,2009-07-01
russia,2009Q4,11.83136266090669,merton,2009-10-01
russia,2010Q1,2.351549343407798,merton,2010-01-01
russia,2010Q2,5.352081183827534,merton,2010-04-01
russia,2010Q3,2.24037518502853,merton,2010-07-01
russia,2010Q4,2.987310645321106,merton,2010-10-01
russia,2011Q1,2.4536141616655325,merton,2011-01-01
russia,2011Q2,2.5437867544545334,merton,2011-04-01
south_africa,1994Q3,2.3061124212074846,merton,1994-07-01
south_africa,1994Q4,2.220664065600991,merton,1994-10-01
south_africa,1995Q1,2.163735928343691,merton,1995-01-01
south_africa,1995Q2,3.048397405225022,merton,1995-04-01
south_africa,1995Q3,2.2022830532606297,merton,1995-07-01
south_africa,1995Q4,2.2580433832650737,merton,1995-10-01
south_africa,1996Q1,2.163791171222315,merton,1996-01-01
south_africa,1996Q2,2.494718545064276,merton,1996-04-01
south_africa,1996Q3,2.214123988387104,merton,1996-07-01
south_africa,1996Q4,2.187278151603326,merton,1996-10-01
south_africa,1997Q1,2.3389500314323697,merton,1997-01-01
south_africa,1997Q2,3.1971999747508684,merton,1997-04-01
south_africa,1997Q3,2.9252424208826464,merton,1997-07-01
south_africa,1997Q4,3.3224645075818215,merton,1997-10-01
south_africa,1998Q1,3.7250903657485566,merton,1998-01-01
south_africa,1998Q2,2.9200727652930443,merton,1998-04-01
south_africa,1998Q3,6.0805955122866795,merton,1998-07-01
south_africa,1999Q1,2.8381571382548443,merton,1999-01-01
south_africa,1999Q2,2.358128368194188,merton,1999-04-01
south_africa,1999Q3,2.2245280283662208,merton,1999-07-01
south_africa,1999Q4,2.345596906210984,merton,1999-10-01
south_africa,2000Q1,2.8263374965184433,merton,2000-01-01
south_africa,2000Q2,2.7384804550478403,merton,2000-04-01
south_africa,2000Q3,2.1602071214613354,merton,2000-07-01
south_africa,2000Q4,2.5006191839283853,merton,2000-10-01
south_africa,2001Q1,2.1991088900976155,merton,2001-01-01
south_africa,2001Q2,2.1916157461997274,merton,2001-04-01
south_africa,2001Q3,2.249885274505155,merton,2001-07-01
south_africa,2001Q4,2.744562272737386,merton,2001-10-01
south_africa,2002Q1,2.7070551827230185,merton,2002-01-01
south_africa,2002Q4,2.35395030867724,merton,2002-10-01
south_africa,2003Q2,2.3872425280089935,merton,2003-04-01
south_africa,2003Q3,24.626815716640476,merton,2003-07-01
south_africa,2003Q4,2.2008201568959653,merton,2003-10-01
south_africa,2004Q1,2.26881310980471,merton,2004-01-01
south_africa,2004Q2,2.2642494260268378,merton,2004-04-01
south_africa,2004Q3,2.161111796220215,merton,2004-07-01
south_africa,2004Q4,2.173568620298422,merton,2004-10-01
south_africa,2005Q1,2.301631127356313,merton,2005-01-01
south_africa,2005Q2,2.190451511670646,merton,2005-04-01
south_africa,2005Q3,2.2885318049602352,merton,2005-07-01
south_africa,2005Q4,2.1903340794057775,merton,2005-10-01
south_africa,2006Q1,2.526650230137503,merton,2006-01-01
south_africa,2006Q2,3.468771637658765,merton,2006-04-01
south_africa,2006Q3,2.5494273148073328,merton,2006-07-01
south_africa,2006Q4,2.182605747337367,merton,2006-10-01
south_africa,2007Q1,2.340834753579633,merton,2007-01-01
south_africa,2007Q2,2.1684447191792793,merton,2007-04-01
south_africa,2007Q3,3.04363194572615,merton,2007-07-01
south_africa,2007Q4,2.398276281597889,merton,2007-10-01
south_africa,2008Q1,4.353816060145631,merton,2008-01-01
south_africa,2008Q2,2.195077403200147,merton,2008-04-01
south_africa,2008Q3,4.27240160110172,merton,2008-07-01
south_africa,2008Q4,7.604438198139752,merton,2008-10-01
south_africa,2009Q1,5.965382700470443,merton,2009-01-01
south_africa,2009Q2,2.734804866114852,merton,2009-04-01
south_africa,2009Q3,2.321125552921212,merton,2009-07-01
south_africa,2009Q4,2.3134741982210016,merton,2009-10-01
south_africa,2010Q1,2.1728200325929676,merton,2010-01-01
south_africa,2010Q2,2.767512419048087,merton,2010-04-01
south_africa,2010Q3,2.1818921499910777,merton,2010-07-01
south_africa,2010Q4,2.1613083271440705,merton,2010-10-01
south_africa,2011Q1,2.199986125587343,merton,2011-01-01
south_africa,2011Q2,2.176359864608747,merton,2011-04-01
turkey,2000Q2,2.187413549371106,merton,2000-04-01
turkey,2000Q3,4.359872112969553,merton,2000-07-01
turkey,2000Q4,8.22578046736876,merton,2000-10-01
turkey,2001Q1,19.04330733960195,merton,2001-01-01
turkey,2001Q2,9.929152221117304,merton,2001-04-01
turkey,2001Q3,14.311923101394234,merton,2001-07-01
turkey,2001Q4,6.478237418555192,merton,2001-10-01
turkey,2002Q1,3.772575034484185,merton,2002-01-01
turkey,2002Q2,4.450506433480803,merton,2002-04-01
turkey,2002Q3,13.676637003768583,merton,2002-07-01
turkey,2002Q4,9.523472922163291,merton,2002-10-01
turkey,2003Q1,16.440472709427848,merton,2003-01-01
turkey,2003Q2,3.0034711395883664,merton,2003-04-01
turkey,2003Q3,2.7436636387927833,merton,2003-07-01
turkey,2003Q4,4.664129500674214,merton,2003-10-01
turkey,2004Q1,3.120558885663086,merton,2004-01-01
turkey,2004Q2,3.261209645751813,merton,2004-04-01
turkey,2004Q3,2.6009337216313573,merton,2004-07-01
turkey,2004Q4,2.561417953304675,merton,2004-10-01
turkey,2005Q1,21.36005296902404,merton,2005-01-01
turkey,2005Q2,3.693949176391727,merton,2005-04-01
turkey,2005Q3,3.3735451234832725,merton,2005-07-01
turkey,2005Q4,3.947512242583676,merton,2005-10-01
turkey,2006Q1,2.8034224759498123,merton,2006-01-01
turkey,2006Q2,7.7230933657693015,merton,2006-04-01
turkey,2006Q3,3.3105912214925155,merton,2006-07-01
turkey,2006Q4,9.747238536956464,merton,2006-10-01
turkey,2007Q1,3.051692677307023,merton,2007-01-01
turkey,2007Q2,2.435031326553345,merton,2007-04-01
turkey,2007Q3,5.870575123880606,merton,2007-07-01
turkey,2007Q4,3.340898738811183,merton,2007-10-01
turkey,2008Q1,8.704987028993214,merton,2008-01-01
turkey,2008Q2,4.521562062481043,merton,2008-04-01
turkey,2008Q3,12.814864107350356,merton,2008-07-01
turkey,2008Q4,13.777765926510648,merton,2008-10-01
turkey,2009Q1,13.278622823165128,merton,2009-01-01
turkey,2009Q2,5.794014337575154,merton,2009-04-01
turkey,2009Q3,2.934153549092908,merton,2009-07-01
turkey,2009Q4,2.7942731180523404,merton,2009-10-01
turkey,2010Q1,3.6539329334969874,merton,2010-01-01
turkey,2010Q2,3.275472676965044,merton,2010-04-01
turkey,2010Q3,2.2065348316277844,merton,2010-07-01
turkey,2010Q4,2.690943650938575,merton,2010-10-01
turkey,2011Q1,9.877793857743002,merton,2011-01-01
turkey,2011Q2,2.7103457252006318,merton,2011-04-01
venezuela,2002Q2,26.359276296515823,merton,2002-04-01
venezuela,2002Q3,42.91221696985118,merton,2002-07-01
venezuela,2002Q4,14.750331220352878,merton,2002-10-01
venezuela,2003Q2,5.126727890582848,merton,2003-04-01
venezuela,2003Q3,2.39242943057376,merton,2003-07-01
venezuela,2003Q4,2.978320508687682,merton,2003-10-01
venezuela,2004Q1,5.209663359179131,merton,2004-01-01
venezuela,2004Q2,2.558738585595996,merton,2004-04-01
venezuela,2004Q3,6.30020182583026,merton,2004-07-01
venezuela,2004Q4,2.2686542150989313,merton,2004-10-01
venezuela,2005Q1,2.414726707066218,merton,2005-01-01
venezuela,2005Q2,4.4486533364418275,merton,2005-04-01
venezuela,2005Q3,3.642044907956694,merton,2005-07-01
venezuela,2005Q4,2.7309401503429473,merton,2005-10-01
venezuela,2006Q1,4.040182265093606,merton,2006-01-01
venezuela,2006Q2,10.184663846984074,merton,2006-04-01
venezuela,2006Q3,2.3629708458378005,merton,2006-07-01
venezuela,2006Q4,7.121716379103245,merton,2006-10-01
venezuela,2007Q1,19.097877407308907,merton,2007-01-01
venezuela,2007Q2,3.3747330550755597,merton,2007-04-01
venezuela,2007Q3,3.044975569764206,merton,2007-07-01
venezuela,2007Q4,8.388231639148033,merton,2007-10-01
venezuela,2008Q1,5.073395878985107,merton,2008-01-01
venezuela,2008Q2,2.746698752145243,merton,2008-04-01
venezuela,2008Q3,12.923834879437122,merton,2008-07-01
venezuela,2008Q4,2.6226280784599205,merton,2008-10-01
venezuela,2009Q1,4.344802651559824,merton,2009-01-01
venezuela,2009Q2,2.3551568519246637,merton,2009-04-01
venezuela,2009Q3,3.240585178204255,merton,2009-07-01
venezuela,2009Q4,3.0081546553783327,merton,2009-10-01
venezuela,2010Q1,10.768114413475368,merton,2010-01-01
venezuela,2010Q2,5.002411895947324,merton,2010-04-01
venezuela,2010Q3,2.2194112382157876,merton,2010-07-01
venezuela,2010Q4,2.2410978528847947,merton,2010-10-01
venezuela,2011Q1,2.3809722810717138,merton,2011-01-01
venezuela,2011Q2,2.708540083419144,merton,2011-04-01
