DATES,EMBI
31/07/2023,41.492
28/07/2023,42.918
27/07/2023,45.51
26/07/2023,46.533
25/07/2023,47.255
24/07/2023,50.197
21/07/2023,50.545
20/07/2023,50.661
19/07/2023,50.839
18/07/2023,51.004
17/07/2023,51.5
14/07/2023,51.677
13/07/2023,51.2
12/07/2023,52.744
11/07/2023,54.823
10/07/2023,55.813
07/07/2023,55.682
06/07/2023,54.732
05/07/2023,53.115
04/07/2023,52.843
03/07/2023,53.219
30/06/2023,54.044
29/06/2023,55.33
28/06/2023,55.371
27/06/2023,52.953
26/06/2023,56.645
23/06/2023,55.563
22/06/2023,55.462
21/06/2023,55.582
20/06/2023,54.937
19/06/2023,55.005
16/06/2023,54.861
15/06/2023,55.729
14/06/2023,56.046
13/06/2023,57.025
12/06/2023,57.978
09/06/2023,58.919
08/06/2023,60.361
07/06/2023,59.71
06/06/2023,60.763
05/06/2023,61.792
02/06/2023,61.663
01/06/2023,63.667
31/05/2023,64.379
30/05/2023,63.394
29/05/2023,65.433
26/05/2023,66.406
25/05/2023,66.978
24/05/2023,66.515
23/05/2023,66.401
22/05/2023,66.854
19/05/2023,68.51
18/05/2023,70.664
17/05/2023,71.349
16/05/2023,71.53
15/05/2023,71.032
12/05/2023,71.154
11/05/2023,71.659
10/05/2023,73.135
09/05/2023,73.452
08/05/2023,73.579
05/05/2023,73.647
04/05/2023,75.268
03/05/2023,74.226
02/05/2023,72.392
01/05/2023,70.799
28/04/2023,71.359
27/04/2023,72.102
26/04/2023,74.386
25/04/2023,73.396
24/04/2023,72.693
21/04/2023,71.72
20/04/2023,70.564
19/04/2023,69.723
18/04/2023,66.332
17/04/2023,66.554
14/04/2023,66.972
13/04/2023,66.848
12/04/2023,68.978
11/04/2023,71.318
10/04/2023,73.251
07/04/2023,72.393
06/04/2023,72.155
05/04/2023,72.949
04/04/2023,72.179
03/04/2023,72.902
31/03/2023,74.206
30/03/2023,76.496
29/03/2023,80.407
28/03/2023,83.083
27/03/2023,85.497
24/03/2023,84.326
23/03/2023,80.504
22/03/2023,78.087
21/03/2023,79.077
20/03/2023,84.929
17/03/2023,76.265
16/03/2023,76.4
15/03/2023,78.807
14/03/2023,78.026
13/03/2023,75.348
10/03/2023,73.655
09/03/2023,69.158
08/03/2023,69.07
07/03/2023,65.185
06/03/2023,63.335
03/03/2023,67.062
02/03/2023,69.608
01/03/2023,69.091
28/02/2023,70.548
27/02/2023,70.991
24/02/2023,71.56
23/02/2023,71.662
22/02/2023,75.462
21/02/2023,74.397
20/02/2023,69.802
17/02/2023,68.524
16/02/2023,66.414
15/02/2023,67.325
14/02/2023,66.272
13/02/2023,67.846
10/02/2023,66.757
09/02/2023,64.417
08/02/2023,64.036
07/02/2023,64.517
06/02/2023,62.112
03/02/2023,58.934
02/02/2023,61.798
01/02/2023,65.119
31/01/2023,66.865
30/01/2023,66.624
27/01/2023,63.855
26/01/2023,65.507
25/01/2023,66.545
24/01/2023,65.765
23/01/2023,65.973
20/01/2023,66.071
19/01/2023,66.875
18/01/2023,66.498
17/01/2023,67.985
16/01/2023,68.118
13/01/2023,69.303
12/01/2023,69.98
11/01/2023,72.194
10/01/2023,73.74
09/01/2023,71.19
06/01/2023,75.388
05/01/2023,77.028
04/01/2023,76.294
03/01/2023,77.038
02/01/2023,79.729
30/12/2022,78.677
29/12/2022,79.706
28/12/2022,78.235
27/12/2022,78.88
26/12/2022,79.021
23/12/2022,77.772
22/12/2022,79.992
21/12/2022,79.232
20/12/2022,81.864
19/12/2022,79.786
16/12/2022,77.491
15/12/2022,74.423
14/12/2022,71.121
13/12/2022,73.636
12/12/2022,77.18
09/12/2022,77.594
08/12/2022,77.884
07/12/2022,78.793
06/12/2022,78.496
05/12/2022,74.947
02/12/2022,73.703
01/12/2022,73.162
30/11/2022,74.051
29/11/2022,73.729
28/11/2022,77.907
25/11/2022,77.688
24/11/2022,77.965
23/11/2022,80.27
22/11/2022,82.79
21/11/2022,85.361
18/11/2022,82.072
17/11/2022,85.127
16/11/2022,76.663
15/11/2022,75.974
14/11/2022,72.781
11/11/2022,76.375
10/11/2022,90.331
09/11/2022,93.216
08/11/2022,89.577
07/11/2022,97.449
04/11/2022,103.516
03/11/2022,105.284
02/11/2022,102.468
01/11/2022,105.401
31/10/2022,107.333
28/10/2022,106.122
27/10/2022,107.577
26/10/2022,111.101
25/10/2022,119.118
24/10/2022,121.615
21/10/2022,122.62
20/10/2022,117.637
19/10/2022,114.995
18/10/2022,114.213
17/10/2022,118.174
14/10/2022,119.409
13/10/2022,116.866
12/10/2022,117.589
11/10/2022,120.211
10/10/2022,117.135
07/10/2022,114.031
06/10/2022,111.373
05/10/2022,110.359
04/10/2022,109.606
03/10/2022,118.033
30/09/2022,121.439
29/09/2022,123.447
28/09/2022,119.669
27/09/2022,110.459
26/09/2022,114.41
23/09/2022,106.858
22/09/2022,97.886
21/09/2022,91.344
20/09/2022,85.687
19/09/2022,79.019
16/09/2022,77.967
15/09/2022,73.715
14/09/2022,75.532
13/09/2022,74.377
12/09/2022,72.063
09/09/2022,73.199
08/09/2022,75.865
07/09/2022,77.679
06/09/2022,79.289
05/09/2022,82.493
02/09/2022,81.267
01/09/2022,82.7
31/08/2022,78.106
30/08/2022,76.516
29/08/2022,76.472
26/08/2022,73.489
25/08/2022,73.763
24/08/2022,76.304
23/08/2022,79.45
22/08/2022,78.984
19/08/2022,75.2
18/08/2022,73.857
17/08/2022,72.514
16/08/2022,71.971
15/08/2022,72.1
12/08/2022,74.545
11/08/2022,75.226
10/08/2022,77.406
09/08/2022,80.835
08/08/2022,72.192
05/08/2022,71.814
04/08/2022,82.743
03/08/2022,78.828
02/08/2022,81.18
01/08/2022,70.772
29/07/2022,67.969
28/07/2022,83.857
27/07/2022,91.029
26/07/2022,91.125
25/07/2022,89.982
22/07/2022,93.788
21/07/2022,96.564
20/07/2022,98.4
19/07/2022,105.752
18/07/2022,106.604
15/07/2022,110.008
14/07/2022,106.835
13/07/2022,106.565
12/07/2022,106.541
11/07/2022,101.474
08/07/2022,100.863
07/07/2022,101.958
06/07/2022,105.655
05/07/2022,105.006
04/07/2022,105.119
01/07/2022,103.369
30/06/2022,103.697
29/06/2022,99.498
28/06/2022,96.993
27/06/2022,65.609
24/06/2022,97.004
23/06/2022,98.993
22/06/2022,96.592
21/06/2022,94.121
20/06/2022,96.605
17/06/2022,99.023
16/06/2022,102.943
15/06/2022,84.205
14/06/2022,95.909
13/06/2022,94.677
10/06/2022,73.193
09/06/2022,69.892
08/06/2022,66.487
07/06/2022,68.668
06/06/2022,69.559
03/06/2022,67.67
02/06/2022,70.578
01/06/2022,69.356
31/05/2022,68.871
30/05/2022,69.127
27/05/2022,79.055
26/05/2022,84.82
25/05/2022,83.657
24/05/2022,94.674
23/05/2022,96.031
20/05/2022,99.18
19/05/2022,103.426
18/05/2022,99.149
17/05/2022,96.774
16/05/2022,99.819
13/05/2022,100.594
12/05/2022,103.899
11/05/2022,98.007
10/05/2022,101.993
09/05/2022,98.243
06/05/2022,96.843
05/05/2022,93.936
04/05/2022,92.346
03/05/2022,94.159
02/05/2022,90.274
29/04/2022,90.742
28/04/2022,92.194
27/04/2022,93.72
26/04/2022,92.278
25/04/2022,94.123
22/04/2022,73.702
21/04/2022,71.046
20/04/2022,82.505
19/04/2022,71.355
18/04/2022,78.118
15/04/2022,65.225
14/04/2022,68.698
13/04/2022,69.016
12/04/2022,66.983
11/04/2022,62.911
08/04/2022,63.142
07/04/2022,62.223
06/04/2022,61.967
05/04/2022,59.416
04/04/2022,59.059
01/04/2022,67.309
31/03/2022,65.791
30/03/2022,64.171
29/03/2022,65.69
28/03/2022,68.808
25/03/2022,68.442
24/03/2022,69.272
23/03/2022,67.535
22/03/2022,67.74
21/03/2022,66.212
18/03/2022,61.902
17/03/2022,62.157
16/03/2022,71.063
15/03/2022,77.326
14/03/2022,73.117
11/03/2022,70.109
10/03/2022,67.883
09/03/2022,77.26
08/03/2022,81.966
07/03/2022,83.283
04/03/2022,75.634
03/03/2022,72.846
02/03/2022,74.525
01/03/2022,75.055
28/02/2022,76.432
25/02/2022,72.761
24/02/2022,72.607
23/02/2022,66.967
22/02/2022,67.909
21/02/2022,66.08
18/02/2022,65.446
17/02/2022,59.147
16/02/2022,58.818
15/02/2022,56.708
14/02/2022,57.649
11/02/2022,65.627
10/02/2022,57.063
09/02/2022,57.711
08/02/2022,58.595
07/02/2022,58.997
04/02/2022,61.212
03/02/2022,54.668
02/02/2022,55.232
01/02/2022,54.994
31/01/2022,55.424
28/01/2022,60.089
27/01/2022,55.052
26/01/2022,53.364
25/01/2022,54.378
24/01/2022,53.731
21/01/2022,56.199
20/01/2022,52.008
19/01/2022,51.989
18/01/2022,53.689
17/01/2022,51.937
14/01/2022,51.248
13/01/2022,49.354
12/01/2022,47.784
11/01/2022,47.837
10/01/2022,48.12
07/01/2022,47.468
06/01/2022,48.173
05/01/2022,45.318
04/01/2022,44.705
03/01/2022,45.471
31/12/2021,45.297
30/12/2021,45.968
29/12/2021,46.393
28/12/2021,46.247
27/12/2021,46.115
24/12/2021,46.953
23/12/2021,47.16
22/12/2021,47.325
21/12/2021,47.671
20/12/2021,48.462
17/12/2021,47.052
16/12/2021,47.352
15/12/2021,48.531
14/12/2021,49.006
13/12/2021,49.898
10/12/2021,50.406
09/12/2021,51.63
08/12/2021,54.241
07/12/2021,56.77
06/12/2021,59.299
03/12/2021,59.052
02/12/2021,60.095
01/12/2021,62.434
30/11/2021,60.286
29/11/2021,59.152
26/11/2021,61.311
25/11/2021,56.991
24/11/2021,57.414
23/11/2021,56.539
22/11/2021,56.29
19/11/2021,56.733
18/11/2021,58.266
17/11/2021,58.449
16/11/2021,59.064
15/11/2021,59.048
12/11/2021,59.361
11/11/2021,59.661
10/11/2021,58.73
09/11/2021,60.857
08/11/2021,57.595
05/11/2021,55.848
04/11/2021,55.181
03/11/2021,55.344
02/11/2021,55.982
01/11/2021,54.382
29/10/2021,53.909
28/10/2021,53.532
27/10/2021,52.953
26/10/2021,54.117
25/10/2021,55.706
22/10/2021,55.657
21/10/2021,56.897
20/10/2021,56.239
19/10/2021,56.732
18/10/2021,58.256
15/10/2021,59.388
14/10/2021,63.875
13/10/2021,64.399
