DATES,Ryr
05/07/2024,5.777
04/07/2024,5.887
03/07/2024,5.804
02/07/2024,5.746
01/07/2024,5.775
28/06/2024,5.700
27/06/2024,5.693
26/06/2024,5.701
25/06/2024,5.675
24/06/2024,5.757
21/06/2024,5.726
20/06/2024,5.799
19/06/2024,5.735
18/06/2024,5.787
17/06/2024,5.780
14/06/2024,5.735
13/06/2024,5.721
12/06/2024,5.671
11/06/2024,5.742
10/06/2024,5.761
08/06/2024,5.678
07/06/2024,5.688
06/06/2024,5.649
05/06/2024,5.607
04/06/2024,5.618
03/06/2024,5.631
31/05/2024,5.708
30/05/2024,5.753
29/05/2024,5.761
28/05/2024,5.807
27/05/2024,5.814
24/05/2024,5.822
23/05/2024,5.734
22/05/2024,5.681
21/05/2024,5.679
20/05/2024,5.680
18/05/2024,5.663
17/05/2024,5.674
16/05/2024,5.640
15/05/2024,5.645
14/05/2024,5.716
13/05/2024,5.659
10/05/2024,5.602
09/05/2024,5.605
08/05/2024,5.595
07/05/2024,5.576
06/05/2024,5.597
03/05/2024,5.668
02/05/2024,5.677
01/05/2024,5.712
30/04/2024,5.722
29/04/2024,5.709
26/04/2024,5.761
25/04/2024,5.821
24/04/2024,5.751
23/04/2024,5.760
22/04/2024,5.756
20/04/2024,5.850
19/04/2024,5.865
18/04/2024,5.732
17/04/2024,5.800
16/04/2024,5.874
15/04/2024,5.755
12/04/2024,5.666
11/04/2024,5.707
10/04/2024,5.635
09/04/2024,5.543
08/04/2024,5.570
05/04/2024,5.545
04/04/2024,5.466
03/04/2024,5.489
02/04/2024,5.480
01/04/2024,5.433
29/03/2024,5.432
28/03/2024,5.443
27/03/2024,5.486
26/03/2024,5.562
25/03/2024,5.596
22/03/2024,5.549
21/03/2024,5.497
20/03/2024,5.498
19/03/2024,5.494
18/03/2024,5.560
15/03/2024,5.448
14/03/2024,5.469
13/03/2024,5.436
12/03/2024,5.392
11/03/2024,5.324
09/03/2024,5.264
08/03/2024,5.275
07/03/2024,5.299
06/03/2024,5.274
05/03/2024,5.235
04/03/2024,5.254
01/03/2024,5.255
29/02/2024,5.323
28/02/2024,5.357
27/02/2024,5.370
26/02/2024,5.331
23/02/2024,5.329
22/02/2024,5.395
21/02/2024,5.454
20/02/2024,5.430
19/02/2024,5.515
16/02/2024,5.445
15/02/2024,5.364
14/02/2024,5.405
13/02/2024,5.479
12/02/2024,5.420
09/02/2024,5.363
08/02/2024,5.380
07/02/2024,5.344
06/02/2024,5.304
05/02/2024,5.358
02/02/2024,5.260
01/02/2024,5.145
31/01/2024,5.210
30/01/2024,5.383
29/01/2024,5.421
26/01/2024,5.414
25/01/2024,5.378
24/01/2024,5.409
23/01/2024,5.321
22/01/2024,5.260
19/01/2024,5.319
18/01/2024,5.250
17/01/2024,5.262
16/01/2024,5.207
15/01/2024,5.149
13/01/2024,5.099
12/01/2024,5.087
11/01/2024,5.095
10/01/2024,5.202
09/01/2024,5.147
08/01/2024,5.212
05/01/2024,5.302
04/01/2024,5.295
03/01/2024,5.309
02/01/2024,5.300
29/12/2023,5.248
28/12/2023,5.175
27/12/2023,5.195
26/12/2023,5.156
25/12/2023,5.156
22/12/2023,5.188
21/12/2023,5.075
20/12/2023,5.006
19/12/2023,5.026
18/12/2023,5.135
15/12/2023,5.068
14/12/2023,5.127
13/12/2023,5.302
12/12/2023,5.314
11/12/2023,5.393
08/12/2023,5.354
07/12/2023,5.315
06/12/2023,5.340
05/12/2023,5.391
04/12/2023,5.480
01/12/2023,5.464
30/11/2023,5.517
29/11/2023,5.489
28/11/2023,5.544
27/11/2023,5.628
24/11/2023,5.633
23/11/2023,5.614
22/11/2023,5.542
21/11/2023,5.481
20/11/2023,5.517
17/11/2023,5.482
16/11/2023,5.464
15/11/2023,5.608
14/11/2023,5.599
13/11/2023,5.712
11/11/2023,5.633
10/11/2023,5.621
09/11/2023,5.589
08/11/2023,5.481
07/11/2023,5.508
06/11/2023,5.533
03/11/2023,5.468
02/11/2023,5.598
01/11/2023,5.650
31/10/2023,5.665
30/10/2023,5.747
27/10/2023,5.770
26/10/2023,5.821
25/10/2023,5.926
24/10/2023,5.916
23/10/2023,6.036
20/10/2023,5.965
19/10/2023,5.911
18/10/2023,5.779
17/10/2023,5.757
16/10/2023,5.659
13/10/2023,5.833
12/10/2023,5.790
11/10/2023,5.781
10/10/2023,5.903
09/10/2023,6.009
06/10/2023,6.003
05/10/2023,5.965
04/10/2023,5.984
03/10/2023,5.875
02/10/2023,5.908
29/09/2023,5.916
28/09/2023,5.969
27/09/2023,5.833
26/09/2023,5.806
25/09/2023,5.827
22/09/2023,5.792
21/09/2023,5.795
20/09/2023,5.673
19/09/2023,5.696
18/09/2023,5.643
15/09/2023,5.607
14/09/2023,5.601
13/09/2023,5.628
12/09/2023,5.637
11/09/2023,5.538
08/09/2023,5.595
07/09/2023,5.721
06/09/2023,5.574
05/09/2023,5.576
04/09/2023,5.607
01/09/2023,5.617
31/08/2023,5.591
30/08/2023,5.592
29/08/2023,5.678
28/08/2023,5.740
25/08/2023,5.719
24/08/2023,5.618
23/08/2023,5.660
22/08/2023,5.777
21/08/2023,5.808
18/08/2023,5.698
17/08/2023,5.694
16/08/2023,5.569
15/08/2023,5.559
14/08/2023,5.581
11/08/2023,5.531
10/08/2023,5.496
09/08/2023,5.517
08/08/2023,5.526
07/08/2023,5.584
04/08/2023,5.574
03/08/2023,5.614
02/08/2023,5.493
01/08/2023,5.457
31/07/2023,5.431
28/07/2023,5.494
27/07/2023,5.460
26/07/2023,5.467
25/07/2023,5.429
24/07/2023,5.417
21/07/2023,5.437
20/07/2023,5.496
19/07/2023,5.430
18/07/2023,5.356
17/07/2023,5.459
14/07/2023,5.542
13/07/2023,5.573
12/07/2023,5.624
11/07/2023,5.738
10/07/2023,5.740
07/07/2023,5.803
06/07/2023,5.876
05/07/2023,5.729
04/07/2023,5.717
03/07/2023,5.733
30/06/2023,5.776
29/06/2023,5.823
28/06/2023,5.809
27/06/2023,5.785
26/06/2023,5.785
23/06/2023,5.833
22/06/2023,5.948
21/06/2023,5.992
20/06/2023,5.984
19/06/2023,6.049
16/06/2023,6.077
15/06/2023,6.068
14/06/2023,6.026
13/06/2023,5.979
12/06/2023,5.932
09/06/2023,5.915
08/06/2023,5.958
07/06/2023,5.975
06/06/2023,5.959
05/06/2023,5.952
02/06/2023,5.989
01/06/2023,5.966
31/05/2023,6.045
30/05/2023,6.074
29/05/2023,6.069
26/05/2023,6.173
25/05/2023,6.171
24/05/2023,6.107
23/05/2023,6.102
22/05/2023,6.061
19/05/2023,5.984
18/05/2023,6.001
17/05/2023,5.946
16/05/2023,5.971
15/05/2023,5.860
12/05/2023,5.743
11/05/2023,5.756
10/05/2023,5.804
09/05/2023,5.838
08/05/2023,5.832
05/05/2023,5.827
04/05/2023,5.778
02/05/2023,5.821
28/04/2023,5.909
27/04/2023,5.975
26/04/2023,5.969
25/04/2023,5.932
24/04/2023,6.023
21/04/2023,6.078
20/04/2023,6.105
19/04/2023,6.179
18/04/2023,6.154
17/04/2023,6.193
14/04/2023,6.198
13/04/2023,6.218
12/04/2023,6.226
11/04/2023,6.172
07/04/2023,6.051
06/04/2023,6.071
05/04/2023,6.089
04/04/2023,6.087
03/04/2023,6.050
31/03/2023,6.065
30/03/2023,6.078
29/03/2023,6.083
28/03/2023,6.087
27/03/2023,6.055
25/03/2023,6.003
24/03/2023,6.022
23/03/2023,5.956
22/03/2023,6.012
21/03/2023,5.997
20/03/2023,5.961
17/03/2023,5.999
16/03/2023,6.023
15/03/2023,6.039
14/03/2023,6.178
13/03/2023,6.020
10/03/2023,6.124
09/03/2023,6.258
08/03/2023,6.266
07/03/2023,6.342
06/03/2023,6.425
03/03/2023,6.541
02/03/2023,6.670
01/03/2023,6.590
28/02/2023,6.555
27/02/2023,6.558
24/02/2023,6.585
23/02/2023,6.614
22/02/2023,6.647
21/02/2023,6.700
20/02/2023,6.581
17/02/2023,6.474
16/02/2023,6.356
15/02/2023,6.198
14/02/2023,6.218
13/02/2023,6.166
10/02/2023,6.118
09/02/2023,5.941
08/02/2023,6.005
07/02/2023,6.133
06/02/2023,5.880
03/02/2023,5.693
02/02/2023,5.745
01/02/2023,6.004
31/01/2023,6.048
30/01/2023,5.916
27/01/2023,5.796
26/01/2023,5.879
25/01/2023,5.923
24/01/2023,5.996
23/01/2023,6.052
20/01/2023,5.988
19/01/2023,5.942
18/01/2023,5.843
17/01/2023,6.036
16/01/2023,6.047
13/01/2023,6.018
12/01/2023,5.920
11/01/2023,5.951
10/01/2023,6.054
09/01/2023,5.856
06/01/2023,6.115
05/01/2023,6.145
04/01/2023,6.387
03/01/2023,6.616
02/01/2023,6.789
30/12/2022,6.878
29/12/2022,6.927
28/12/2022,6.767
27/12/2022,6.787
23/12/2022,6.734
22/12/2022,6.733
21/12/2022,6.608
20/12/2022,6.791
19/12/2022,6.816
16/12/2022,6.693
15/12/2022,6.541
14/12/2022,6.446
13/12/2022,6.486
12/12/2022,6.599
09/12/2022,6.479
08/12/2022,6.482
07/12/2022,6.538
06/12/2022,6.633
05/12/2022,6.715
02/12/2022,6.414
01/12/2022,6.450
30/11/2022,6.616
29/11/2022,6.741
28/11/2022,6.806
25/11/2022,6.904
24/11/2022,6.681
23/11/2022,6.838
22/11/2022,6.874
21/11/2022,7.046
18/11/2022,7.050
17/11/2022,7.191
16/11/2022,7.035
15/11/2022,6.991
14/11/2022,7.287
11/11/2022,7.186
10/11/2022,7.220
09/11/2022,7.700
08/11/2022,7.822
07/11/2022,7.973
04/11/2022,8.219
03/11/2022,8.361
02/11/2022,8.361
01/11/2022,8.323
31/10/2022,8.393
28/10/2022,8.164
27/10/2022,7.915
26/10/2022,7.996
25/10/2022,8.053
24/10/2022,8.320
21/10/2022,8.761
20/10/2022,8.633
19/10/2022,8.344
18/10/2022,8.183
17/10/2022,7.980
14/10/2022,7.739
13/10/2022,7.824
12/10/2022,8.189
11/10/2022,7.839
10/10/2022,7.511
07/10/2022,7.376
06/10/2022,7.198
05/10/2022,7.132
04/10/2022,6.896
03/10/2022,6.996
30/09/2022,7.164
29/09/2022,7.281
28/09/2022,7.043
27/09/2022,6.904
26/09/2022,6.809
23/09/2022,6.468
22/09/2022,6.201
21/09/2022,6.138
20/09/2022,6.190
19/09/2022,6.128
16/09/2022,6.125
15/09/2022,6.148
14/09/2022,5.968
13/09/2022,5.853
12/09/2022,5.894
09/09/2022,6.015
08/09/2022,6.084
07/09/2022,6.117
06/09/2022,6.197
05/09/2022,6.152
02/09/2022,6.075
01/09/2022,6.142
31/08/2022,6.164
30/08/2022,6.163
29/08/2022,6.366
26/08/2022,6.271
25/08/2022,6.230
24/08/2022,6.385
23/08/2022,6.330
22/08/2022,6.153
19/08/2022,6.030
18/08/2022,5.849
17/08/2022,5.743
16/08/2022,5.519
15/08/2022,5.360
12/08/2022,5.378
11/08/2022,5.404
10/08/2022,5.448
09/08/2022,5.579
08/08/2022,5.508
05/08/2022,5.528
04/08/2022,5.631
03/08/2022,5.794
02/08/2022,5.642
01/08/2022,5.381
29/07/2022,5.559
28/07/2022,5.810
27/07/2022,5.846
26/07/2022,5.779
25/07/2022,5.878
22/07/2022,5.910
21/07/2022,6.194
20/07/2022,6.589
19/07/2022,6.649
18/07/2022,6.720
15/07/2022,6.750
14/07/2022,6.913
13/07/2022,6.861
12/07/2022,6.727
11/07/2022,6.610
08/07/2022,6.684
07/07/2022,6.805
06/07/2022,6.716
05/07/2022,6.737
04/07/2022,6.585
01/07/2022,6.535
30/06/2022,6.936
29/06/2022,7.124
28/06/2022,7.297
27/06/2022,7.307
24/06/2022,7.009
23/06/2022,6.995
22/06/2022,7.210
21/06/2022,7.729
20/06/2022,8.144
17/06/2022,7.966
16/06/2022,7.821
15/06/2022,7.888
14/06/2022,7.795
13/06/2022,7.690
10/06/2022,7.234
09/06/2022,6.946
08/06/2022,6.761
07/06/2022,6.596
06/06/2022,6.616
03/06/2022,6.677
02/06/2022,6.606
01/06/2022,6.505
31/05/2022,6.627
30/05/2022,6.616
27/05/2022,6.703
26/05/2022,6.665
25/05/2022,6.549
24/05/2022,6.567
23/05/2022,6.537
20/05/2022,6.494
19/05/2022,6.569
18/05/2022,6.645
17/05/2022,6.620
16/05/2022,6.714
13/05/2022,6.843
12/05/2022,6.719
11/05/2022,6.945
10/05/2022,6.967
09/05/2022,7.000
06/05/2022,6.844
05/05/2022,6.580
04/05/2022,6.607
03/05/2022,6.405
02/05/2022,6.429
29/04/2022,6.399
28/04/2022,6.317
27/04/2022,6.160
26/04/2022,6.125
25/04/2022,6.221
22/04/2022,6.321
21/04/2022,6.219
20/04/2022,6.115
19/04/2022,6.296
15/04/2022,5.899
14/04/2022,5.953
13/04/2022,5.858
12/04/2022,6.175
11/04/2022,6.282
08/04/2022,6.098
07/04/2022,5.843
06/04/2022,5.601
05/04/2022,5.483
04/04/2022,5.427
01/04/2022,5.385
31/03/2022,5.242
30/03/2022,5.212
29/03/2022,5.222
28/03/2022,5.509
25/03/2022,5.430
24/03/2022,5.404
23/03/2022,5.192
22/03/2022,5.075
21/03/2022,4.944
18/03/2022,4.738
17/03/2022,4.761
16/03/2022,4.767
15/03/2022,4.962
14/03/2022,5.112
11/03/2022,4.977
10/03/2022,5.028
09/03/2022,4.857
08/03/2022,4.831
07/03/2022,4.754
04/03/2022,4.376
03/03/2022,4.145
02/03/2022,4.070
01/03/2022,4.051
28/02/2022,4.116
25/02/2022,4.049
24/02/2022,4.072
23/02/2022,3.970
22/02/2022,3.910
21/02/2022,3.848
18/02/2022,3.895
17/02/2022,3.889
16/02/2022,3.940
15/02/2022,3.978
14/02/2022,4.087
11/02/2022,4.021
10/02/2022,3.993
09/02/2022,3.961
08/02/2022,3.898
07/02/2022,3.902
04/02/2022,3.915
03/02/2022,4.002
02/02/2022,4.013
01/02/2022,4.055
31/01/2022,4.110
28/01/2022,4.047
27/01/2022,4.048
26/01/2022,3.915
25/01/2022,3.939
24/01/2022,3.970
21/01/2022,3.853
20/01/2022,3.946
19/01/2022,4.067
18/01/2022,4.149
17/01/2022,4.094
14/01/2022,4.060
13/01/2022,4.004
12/01/2022,4.022
11/01/2022,4.007
10/01/2022,4.092
07/01/2022,4.041
05/01/2022,3.904
04/01/2022,3.952
03/01/2022,3.781
31/12/2021,3.705
30/12/2021,3.702
29/12/2021,3.628
28/12/2021,3.536
27/12/2021,3.536
23/12/2021,3.504
22/12/2021,3.512
21/12/2021,3.464
20/12/2021,3.334
17/12/2021,3.172
16/12/2021,3.187
15/12/2021,3.235
14/12/2021,3.197
13/12/2021,3.209
10/12/2021,3.228
09/12/2021,3.131
08/12/2021,3.127
07/12/2021,3.127
06/12/2021,3.197
03/12/2021,3.292
02/12/2021,3.331
01/12/2021,3.222
30/11/2021,3.110
29/11/2021,3.207
26/11/2021,3.153
25/11/2021,3.469
24/11/2021,3.458
23/11/2021,3.454
22/11/2021,3.310
19/11/2021,3.380
18/11/2021,3.345
17/11/2021,3.149
16/11/2021,3.000
15/11/2021,2.969
12/11/2021,2.912
10/11/2021,2.920
09/11/2021,2.890
08/11/2021,2.992
05/11/2021,2.910
04/11/2021,2.933
03/11/2021,2.911
02/11/2021,2.910
29/10/2021,2.877
28/10/2021,2.903
27/10/2021,2.814
26/10/2021,2.918
25/10/2021,2.916
22/10/2021,2.826
21/10/2021,2.751
20/10/2021,2.715
19/10/2021,2.735
18/10/2021,2.746
15/10/2021,2.633
14/10/2021,2.545
13/10/2021,2.712
12/10/2021,2.583
11/10/2021,2.529
08/10/2021,2.425
07/10/2021,2.432
06/10/2021,2.418
05/10/2021,2.254
04/10/2021,2.281
01/10/2021,2.209
30/09/2021,2.189
29/09/2021,2.143
28/09/2021,2.163
27/09/2021,2.087
24/09/2021,2.074
23/09/2021,2.034
22/09/2021,1.990
21/09/2021,1.983
20/09/2021,2.020
17/09/2021,2.056
16/09/2021,2.050
15/09/2021,2.003
14/09/2021,2.013
13/09/2021,2.018
10/09/2021,1.984
09/09/2021,1.970
08/09/2021,2.037
07/09/2021,2.017
06/09/2021,1.962
03/09/2021,2.006
02/09/2021,1.950
01/09/2021,1.894
31/08/2021,1.837
30/08/2021,1.795
27/08/2021,1.811
26/08/2021,1.822
25/08/2021,1.786
24/08/2021,1.756
23/08/2021,1.743
20/08/2021,1.705
19/08/2021,1.711
18/08/2021,1.722
17/08/2021,1.724
16/08/2021,1.738
13/08/2021,1.795
12/08/2021,1.816
11/08/2021,1.818
10/08/2021,1.826
09/08/2021,1.810
06/08/2021,1.813
05/08/2021,1.753
