country,quarter,GaR
chile,2017Q3,0.018514074722530232
chile,2017Q4,0.015705125635536967
chile,2018Q1,0.005282187713930103
chile,2018Q2,0.015151154619838635
chile,2018Q3,0.005457990676825161
chile,2018Q4,-0.013501567400714426
chile,2019Q1,0.005068498398032067
chile,2019Q2,0.0004199120497128568
chile,2019Q3,0.0017145655482064606
chile,2019Q4,-0.0338206847907676
chile,2020Q1,-0.17800269817277214
chile,2020Q2,-0.10008733580946207
chile,2020Q3,-0.06836767399299608
chile,2020Q4,-0.0209514388282474
chile,2021Q1,-0.012078381243914098
chile,2021Q2,0.04884599531654417
chile,2021Q3,0.02061031020908975
chile,2021Q4,-0.0008325746802468163
chile,2022Q1,-0.0005005674610925534
chile,2022Q2,-0.016278782828895732
chile,2022Q3,-0.03705950486736685
chile,2022Q4,-0.025070250320625837
chile,2023Q1,-0.016013642189004897
chile,2023Q2,-0.004315214557210973
chile,2023Q3,-0.018191493442688368
chile,2023Q4,-0.002845213449565051
chile,2024Q1,-0.0010619597368393269
chile,2024Q2,-0.004422496089670588
chile,2024Q3,0.0007012352673657664
chile,2024Q4,0.007402905296388828
chile,2025Q1,-0.006183182206709083
chile,2025Q2,0.012544374745511951
chile,2025Q3,0.006828860981046413
chile,2025Q4,0.011469140832959527
chile,2026Q1,-0.046037440079727945
china,2002Q3,-0.0021880885393119297
china,2002Q4,0.02323450073686745
china,2003Q1,0.02882693403212098
china,2003Q2,0.03863133524603174
china,2003Q3,0.039836941640081995
china,2003Q4,0.057499163984065585
china,2004Q1,0.06028677245010966
china,2004Q2,0.06696565501447975
china,2004Q3,0.06803539127365335
china,2004Q4,0.0420961984404995
china,2005Q1,0.04845592280179242
china,2005Q2,0.06302105750941868
china,2005Q3,0.06282042335865815
china,2005Q4,0.07344445678181061
china,2006Q1,0.08024598804703661
china,2006Q2,0.08635119606683796
china,2006Q3,0.08725863687703819
china,2006Q4,0.08951653430902595
china,2007Q1,0.08552661832802493
china,2007Q2,0.06803131199427398
china,2007Q3,0.07294977387411601
china,2007Q4,0.053514283604904345
china,2008Q1,0.021768553736627484
china,2008Q2,0.03659799026071581
china,2008Q3,-0.03149547980143591
china,2008Q4,-0.07325461561680684
china,2009Q1,-0.06675385034732005
china,2009Q2,0.010909095209520787
china,2009Q3,0.017772699841057053
china,2009Q4,0.04357754907570828
china,2010Q1,0.07002730164069826
china,2010Q2,0.025250388388647876
china,2010Q3,0.05180590949727225
china,2010Q4,0.05949692247374927
china,2011Q1,0.056501135759921314
china,2011Q2,0.062493927544745975
china,2011Q3,-0.029369200846515838
china,2011Q4,0.012262702338691166
china,2012Q1,0.04907527993063911
china,2012Q2,0.04325326794945075
china,2012Q3,0.038727648610277166
china,2012Q4,0.04916427556426953
china,2013Q1,0.05384268933650778
china,2013Q2,0.04427541189506745
china,2013Q3,0.05695471563895946
china,2013Q4,0.057553828367286314
china,2014Q1,0.0475073676389699
china,2014Q2,0.06421468473634494
china,2014Q3,0.047709185449895684
china,2014Q4,0.029630122255075563
china,2015Q1,0.05233766635547872
china,2015Q2,0.043995716797043435
china,2015Q3,0.03411499633252074
china,2015Q4,0.050210969440172684
china,2016Q1,0.055867055900667956
china,2016Q2,0.04603867452107527
china,2016Q3,0.05126152816933123
china,2016Q4,0.05306324976199329
china,2017Q1,0.05314597224546043
china,2017Q2,0.06114763310561655
china,2017Q3,0.06701261019210661
china,2017Q4,0.06462805515643752
china,2018Q1,0.041650293415239945
china,2018Q2,0.04891930380352416
china,2018Q3,0.059117859083756136
china,2018Q4,0.026077739374319068
china,2019Q1,0.05150766313183343
china,2019Q2,0.051084385113836915
china,2019Q3,0.04894529158352677
china,2019Q4,0.056554148380771316
china,2020Q1,-0.11240893597181863
china,2020Q2,-0.005902313625179231
china,2020Q3,0.002617675125103438
china,2020Q4,0.030912952732111046
china,2021Q1,0.09408466627189462
china,2021Q2,0.060944165970526445
china,2021Q3,0.031581766511702254
china,2021Q4,0.03760644086509572
china,2022Q1,0.034101561452511656
china,2022Q2,-0.0003837510161243847
china,2022Q3,0.003852736985907223
china,2022Q4,0.021373314694211644
china,2023Q1,0.031030448611958174
china,2023Q2,0.049
china,2023Q3,0.037865738513038746
china,2023Q4,0.055849158990190065
china,2024Q1,0.052252621628449875
china,2024Q2,0.046
china,2024Q3,0.042252510767141885
china,2024Q4,0.0495021806277989
china,2025Q1,0.02819546606543906
china,2025Q2,0.044115050380902035
china,2025Q3,0.04405890361911301
china,2025Q4,0.046209897522499405
china,2026Q1,0.0006867284208556708
colombia,2008Q3,-0.06012568965333369
colombia,2008Q4,-0.07297606108226376
colombia,2009Q1,-0.06832994276536342
colombia,2009Q2,-0.02744313104258889
colombia,2009Q3,-0.026392401255880164
colombia,2009Q4,-0.006808972060857382
colombia,2010Q1,0.006323156398133266
colombia,2010Q2,-0.034738897035362884
colombia,2010Q3,-0.00628278422659068
colombia,2010Q4,0.010886741088454263
colombia,2011Q1,0.008505187469717755
colombia,2011Q2,0.014905539589814928
colombia,2011Q3,-0.03938975382329278
colombia,2011Q4,0.0008478366176098533
colombia,2012Q1,0.020845592844987992
colombia,2012Q2,0.003120381150007942
colombia,2012Q3,0.007787682703394416
colombia,2012Q4,0.007436372097127511
colombia,2013Q1,0.018503591636282672
colombia,2013Q2,0.007266413172946927
colombia,2013Q3,0.02022377811301526
colombia,2013Q4,0.025440968279303686
colombia,2014Q1,0.025402560883502533
colombia,2014Q2,0.01844378564381101
colombia,2014Q3,0.008210010052151554
colombia,2014Q4,-0.03780717955064683
colombia,2015Q1,-0.019169406101056274
colombia,2015Q2,-0.004737898309493428
colombia,2015Q3,-0.020569722855876812
colombia,2015Q4,-0.030633583605686188
colombia,2016Q1,0.005200602383868498
colombia,2016Q2,0.002443111436635916
colombia,2016Q3,0.004267500038062998
colombia,2016Q4,0.003929434148957044
colombia,2017Q1,0.003962532516322479
colombia,2017Q2,0.01329232760943632
colombia,2017Q3,0.017532358471578614
colombia,2017Q4,0.012973935173637013
colombia,2018Q1,-0.010868299863800567
colombia,2018Q2,-8.925147240690032e-05
colombia,2018Q3,0.01403552708203841
colombia,2018Q4,-0.020460295207969666
colombia,2019Q1,0.018189412715367878
colombia,2019Q2,0.014902487906456069
colombia,2019Q3,0.012056342028424621
colombia,2019Q4,0.018239427229330633
colombia,2020Q1,-0.167735082380882
colombia,2020Q2,-0.11466794149911294
colombia,2020Q3,-0.06293225804427821
colombia,2020Q4,-0.036680133787436064
colombia,2021Q1,-0.011758639134649201
colombia,2021Q2,0.047351261778989545
colombia,2021Q3,0.01688063177050555
colombia,2021Q4,0.02359501778679924
colombia,2022Q1,0.010846589485145053
colombia,2022Q2,-0.00258332870632488
colombia,2022Q3,-0.017936695659109367
colombia,2022Q4,-0.01683332596222753
colombia,2023Q1,-0.0019872894738887335
colombia,2023Q2,-0.016194593985726344
colombia,2023Q3,-0.025931498369999195
colombia,2023Q4,-0.00024798803689457874
colombia,2024Q1,-0.003997891980070698
colombia,2024Q2,-0.0052110350201178025
colombia,2024Q3,-0.008346135069442267
colombia,2024Q4,-0.0024448658276350343
colombia,2025Q1,-0.00893301201549376
colombia,2025Q2,0.0005257836500507131
colombia,2025Q3,0.010072242282643286
colombia,2025Q4,0.004363998186008626
colombia,2026Q1,-0.03092392647638252
hungary,2003Q3,-0.0021574895320756043
hungary,2003Q4,0.005734419043368272
hungary,2004Q1,0.004510629296472446
hungary,2004Q2,0.016658051646234948
hungary,2004Q3,0.018921469778695785
hungary,2004Q4,0.017736332453806382
hungary,2005Q1,0.0062421251460905575
hungary,2005Q2,0.01939190940725894
hungary,2005Q3,0.012994021157981997
hungary,2005Q4,0.013566007734658214
hungary,2006Q1,0.008080243094020736
hungary,2006Q2,-0.007646729386576422
hungary,2006Q3,0.011755580377817404
hungary,2006Q4,0.010799282478860417
hungary,2007Q1,-0.0047871658295726045
hungary,2007Q2,-0.007625436882339163
hungary,2007Q3,-0.011559541363197947
hungary,2007Q4,-0.022661327631288048
hungary,2008Q1,-0.04110701738255246
hungary,2008Q2,-0.03406390417091755
hungary,2008Q3,-0.08024553550005042
hungary,2008Q4,-0.09903164267576567
hungary,2009Q1,-0.18478928366674482
hungary,2009Q2,-0.07994956101164294
hungary,2009Q3,-0.06649303226191679
hungary,2009Q4,-0.04149125485797643
hungary,2010Q1,-0.011712593118274068
hungary,2010Q2,-0.05065422167828969
hungary,2010Q3,-0.021128403350381218
hungary,2010Q4,-0.0063814828588189265
hungary,2011Q1,-0.004848197873031583
hungary,2011Q2,-0.011022844095492711
hungary,2011Q3,-0.09552018792841976
hungary,2011Q4,-0.039675424192001
hungary,2012Q1,-0.013334390150340356
hungary,2012Q2,-0.022800686552414337
hungary,2012Q3,-0.014476335938163467
hungary,2012Q4,-0.02538220885828351
hungary,2013Q1,-0.019454539528554637
hungary,2013Q2,-0.013399685297834828
hungary,2013Q3,0.0022525325046481304
hungary,2013Q4,0.011248287612323563
hungary,2014Q1,0.010614459164457399
hungary,2014Q2,0.017731243603320214
hungary,2014Q3,0.005017912660079504
hungary,2014Q4,-0.00011797805431276731
hungary,2015Q1,0.013346023851085756
hungary,2015Q2,0.002953355281581034
hungary,2015Q3,-0.008783237706406224
hungary,2015Q4,0.006745514041545053
hungary,2016Q1,0.0034906491413011845
hungary,2016Q2,0.007228363389030851
hungary,2016Q3,0.009576494639589622
hungary,2016Q4,0.00678181548010981
hungary,2017Q1,0.019619567458892193
hungary,2017Q2,0.017826197833322212
hungary,2017Q3,0.022563787907204577
hungary,2017Q4,0.022289542702332424
hungary,2018Q1,0.008684815264186005
hungary,2018Q2,0.012937844194125143
hungary,2018Q3,0.024554522733812256
hungary,2018Q4,0.001402966825426774
hungary,2019Q1,0.02019908902279477
hungary,2019Q2,0.016136038803402177
hungary,2019Q3,0.010319970047145119
hungary,2019Q4,0.01683799921419714
hungary,2020Q1,-0.09754713525765615
hungary,2020Q2,-0.09782980413736828
hungary,2020Q3,-0.05409712437660936
hungary,2020Q4,-0.03078701436122526
hungary,2021Q1,-0.02460941444626788
hungary,2021Q2,0.06512460830480352
hungary,2021Q3,0.004370403459861921
hungary,2021Q4,0.010967023504650147
hungary,2022Q1,-0.03942765256762575
hungary,2022Q2,-0.03787007793784
hungary,2022Q3,-0.04242346318659613
hungary,2022Q4,-0.03693204970947883
hungary,2023Q1,-0.032059239364561266
hungary,2023Q2,-0.024761635949236187
hungary,2023Q3,-0.029574651446865413
hungary,2023Q4,-0.005736742247526468
hungary,2024Q1,-0.0005490952545517472
hungary,2024Q2,-0.004268733708964655
hungary,2024Q3,-0.012960092145677754
hungary,2024Q4,-0.01035410055008694
hungary,2025Q1,-0.019205748764442865
hungary,2025Q2,-0.008436058573918926
hungary,2025Q3,-0.00629785350398912
hungary,2025Q4,-9.913512912136657e-05
hungary,2026Q1,-0.0380589852525483
india,2005Q2,0.04387450094495787
india,2005Q3,0.048953541820190426
india,2005Q4,0.05659028853126584
india,2006Q1,0.06544054054698309
india,2006Q2,0.043999089122045
india,2006Q3,0.05949035602916082
india,2006Q4,0.06027622544666551
india,2007Q1,0.05503370246691853
india,2007Q2,0.04299161819569816
india,2007Q3,0.04087282479668899
india,2007Q4,0.04653258985831393
india,2008Q1,-0.007209013937219615
india,2008Q2,-0.01622394460951404
india,2008Q3,-0.05454491764207711
india,2008Q4,-0.036917144003935
india,2009Q1,-0.09148278241687771
india,2009Q2,0.020950469360255547
india,2009Q3,0.022387286649646506
india,2009Q4,0.029359226384095348
india,2010Q1,0.04489765864095368
india,2010Q2,0.01697312714196334
india,2010Q3,0.039460050646751496
india,2010Q4,0.051141067913016106
india,2011Q1,0.05363013188992767
india,2011Q2,0.05310359639219592
india,2011Q3,-0.00836540255591589
india,2011Q4,-0.00454118379726208
india,2012Q1,0.03569483078238171
india,2012Q2,0.03255717713319879
india,2012Q3,0.03883592929232846
india,2012Q4,0.03937110092313818
india,2013Q1,0.04948311347145555
india,2013Q2,0.025599215046972507
india,2013Q3,0.018172339207462702
india,2013Q4,0.04870664575525224
india,2014Q1,0.04314447219099343
india,2014Q2,0.048387361045242445
india,2014Q3,0.039373720008750904
india,2014Q4,0.03634453053022159
india,2015Q1,0.04394710838023853
india,2015Q2,0.03571085769670196
india,2015Q3,0.0278710751892313
india,2015Q4,0.045713902716832476
india,2016Q1,0.05887543204027409
india,2016Q2,0.05635640803858278
india,2016Q3,0.05486883912001539
india,2016Q4,0.0477247887901565
india,2017Q1,0.04381353029259455
india,2017Q2,0.054909771586802464
india,2017Q3,0.05444801028164074
india,2017Q4,0.058199997813597554
india,2018Q1,0.03834411443972989
india,2018Q2,0.039485396172468296
india,2018Q3,0.041290072911881484
india,2018Q4,0.029558656852729008
india,2019Q1,0.03957946777627616
india,2019Q2,0.03822497795705679
india,2019Q3,0.03421609205741026
india,2019Q4,0.03866323681510259
india,2020Q1,-0.101150714955
india,2020Q2,-0.09905710500884601
india,2020Q3,-0.021622942321354567
india,2020Q4,0.008852350790250721
india,2021Q1,0.02052526011831294
india,2021Q2,0.09762586462964562
india,2021Q3,0.041959756702973125
india,2021Q4,0.02606494707806205
india,2022Q1,0.022458257575749346
india,2022Q2,0.0403915614451731
india,2022Q3,-0.0051031333981632
india,2022Q4,0.02773307251912701
india,2023Q1,0.037871599291478424
india,2023Q2,0.04945762325598999
india,2023Q3,0.04173065768239451
india,2023Q4,0.05021159374953875
india,2024Q1,0.05861428029874534
india,2024Q2,0.04167629432592706
india,2024Q3,0.046468870503091564
india,2024Q4,0.045200440638348244
india,2025Q1,0.03564517575734306
india,2025Q2,0.025216005752547448
india,2025Q3,0.04215109658813355
india,2025Q4,0.03927537592636391
india,2026Q1,0.0010132906054019716
indonesia,2003Q2,0.015186584572268576
indonesia,2003Q3,0.008461990321820843
indonesia,2003Q4,0.01671994804605728
indonesia,2004Q1,0.014713726963434412
indonesia,2004Q2,0.014018221230872818
indonesia,2004Q3,0.027049040732421273
indonesia,2004Q4,0.043160337023279
indonesia,2005Q1,0.03992525768774349
indonesia,2005Q2,0.04296735514215641
indonesia,2005Q3,0.020971794177336835
indonesia,2005Q4,0.02472845715512815
indonesia,2006Q1,0.015843584785225833
indonesia,2006Q2,0.02048977545118421
indonesia,2006Q3,0.041108529939385165
indonesia,2006Q4,0.032142106449840245
indonesia,2007Q1,0.03041846355504576
indonesia,2007Q2,0.032999397373279234
indonesia,2007Q3,0.027539854429299897
indonesia,2007Q4,0.00561350943617743
indonesia,2008Q1,0.0003891026074462657
indonesia,2008Q2,0.007387432651529434
indonesia,2008Q3,-0.0487736721304013
indonesia,2008Q4,-0.04707324683405938
indonesia,2009Q1,-0.05721817747012002
indonesia,2009Q2,-0.011988788395481294
indonesia,2009Q3,-0.009994760140551739
indonesia,2009Q4,0.007253755290014197
indonesia,2010Q1,0.022164156638862495
indonesia,2010Q2,-0.0042381251311638165
indonesia,2010Q3,0.023071816398615823
indonesia,2010Q4,0.03636322424441745
indonesia,2011Q1,0.03365288120773297
indonesia,2011Q2,0.033380790762141906
indonesia,2011Q3,-0.034480348180011236
indonesia,2011Q4,0.014935807234734519
indonesia,2012Q1,0.03213977411225821
indonesia,2012Q2,0.02650607602398676
indonesia,2012Q3,0.026837133289386063
indonesia,2012Q4,0.030763088178171187
indonesia,2013Q1,0.03913592157848839
indonesia,2013Q2,0.022594399534478185
indonesia,2013Q3,-0.016210426288795703
indonesia,2013Q4,0.0064644047138924885
indonesia,2014Q1,0.02198143440217111
indonesia,2014Q2,0.023164255889571182
indonesia,2014Q3,0.020169251603727924
indonesia,2014Q4,0.012268372262639885
indonesia,2015Q1,0.024969664437310975
indonesia,2015Q2,0.0180547616957436
indonesia,2015Q3,-0.017209097961147026
indonesia,2015Q4,0.009114519075741158
indonesia,2016Q1,0.012842945258277845
indonesia,2016Q2,0.018026605028697025
indonesia,2016Q3,0.024692697599460516
indonesia,2016Q4,0.011393623901832288
indonesia,2017Q1,0.029112573535879892
indonesia,2017Q2,0.03603141147825764
indonesia,2017Q3,0.03728923761199109
indonesia,2017Q4,0.03690240027885846
indonesia,2018Q1,0.015204259583213083
indonesia,2018Q2,0.01802340751980772
indonesia,2018Q3,0.02169890763509443
indonesia,2018Q4,0.0071439113575395945
indonesia,2019Q1,0.025043492661951557
indonesia,2019Q2,0.0231027539413746
indonesia,2019Q3,0.020275926554553476
indonesia,2019Q4,0.025619104230891192
indonesia,2020Q1,-0.16901794831500808
indonesia,2020Q2,-0.10774082708908445
indonesia,2020Q3,-0.07737895703761055
indonesia,2020Q4,-0.057436976154092
indonesia,2021Q1,-0.03419921912075157
indonesia,2021Q2,0.036115247989589976
indonesia,2021Q3,0.002576600628769847
indonesia,2021Q4,0.016766525866664037
indonesia,2022Q1,0.010084385128586035
indonesia,2022Q2,-0.000494761674967677
indonesia,2022Q3,0.0006081946199403068
indonesia,2022Q4,0.011727254734425957
indonesia,2023Q1,0.015776177456351525
indonesia,2023Q2,0.028309976930244708
indonesia,2023Q3,0.018520593905113066
indonesia,2023Q4,0.030710405965843256
indonesia,2024Q1,0.03274921338492427
indonesia,2024Q2,0.017610388041372944
indonesia,2024Q3,0.022029328681270676
indonesia,2024Q4,0.020651757524242316
indonesia,2025Q1,-0.004020779768229914
indonesia,2025Q2,0.021931751791994407
indonesia,2025Q3,0.025150193933573248
indonesia,2025Q4,0.03287456306172678
indonesia,2026Q1,-0.02056256836612418
malaysia,2016Q1,0.012940279018118997
malaysia,2016Q2,0.005357557008072266
malaysia,2016Q3,0.00902939552362301
malaysia,2016Q4,0.002069489222385276
malaysia,2017Q1,0.026844005825921648
malaysia,2017Q2,0.03341182299295252
malaysia,2017Q3,0.038284618552893585
malaysia,2017Q4,0.02201237367565282
malaysia,2018Q1,0.007459879805129263
malaysia,2018Q2,0.006786705299603157
malaysia,2018Q3,0.014382028425259543
malaysia,2018Q4,-0.012187766639967576
malaysia,2019Q1,0.006349756831980543
malaysia,2019Q2,0.009576123371276455
malaysia,2019Q3,0.010499717970672862
malaysia,2019Q4,0.0107844348218419
malaysia,2020Q1,-0.14678274619752305
malaysia,2020Q2,-0.08767786676864445
malaysia,2020Q3,-0.02277953389592928
malaysia,2020Q4,-0.017270342875117313
malaysia,2021Q1,-0.006760389346410423
malaysia,2021Q2,0.05095302592139561
malaysia,2021Q3,-0.0310424374199815
malaysia,2021Q4,0.00697821353334138
malaysia,2022Q1,-0.006370608289140819
malaysia,2022Q2,-0.004877625265817469
malaysia,2022Q3,0.012700405731004593
malaysia,2022Q4,0.011538197449579025
malaysia,2023Q1,0.009553310518263058
malaysia,2023Q2,0.00789101657933628
malaysia,2023Q3,0.012052282160488507
malaysia,2023Q4,0.023608399273600235
malaysia,2024Q1,0.025238653896022867
malaysia,2024Q2,0.026837685666539865
malaysia,2024Q3,0.013300337701396435
malaysia,2024Q4,0.023782851627534157
malaysia,2025Q1,0.010798071876914702
malaysia,2025Q2,0.024311950047026083
malaysia,2025Q3,0.02703625453179797
malaysia,2025Q4,0.029059271675607762
malaysia,2026Q1,-0.007255233214796866
mexico,2006Q3,0.013368009090076426
mexico,2006Q4,0.009590623609267754
mexico,2007Q1,-0.0034066730799798967
mexico,2007Q2,-0.0058543179675740326
mexico,2007Q3,-0.00977302066639258
mexico,2007Q4,-0.024227280075805508
mexico,2008Q1,-0.0339477748911604
mexico,2008Q2,-0.033585168570754644
mexico,2008Q3,-0.0843470040825868
mexico,2008Q4,-0.08196537778684948
mexico,2009Q1,-0.12019691788362555
mexico,2009Q2,-0.07349894529322296
mexico,2009Q3,-0.05841109189786412
mexico,2009Q4,-0.04138594297182024
mexico,2010Q1,-0.008848459934339154
mexico,2010Q2,-0.02927408400314866
mexico,2010Q3,-0.014044393234782203
mexico,2010Q4,-0.006726314669415846
mexico,2011Q1,-0.015233556688051778
mexico,2011Q2,-0.013224904378849715
mexico,2011Q3,-0.07277227606818168
mexico,2011Q4,-0.020823727882521417
mexico,2012Q1,0.0039036804098379757
mexico,2012Q2,0.0002710243369042978
mexico,2012Q3,-0.001832732092803581
mexico,2012Q4,-0.008027795170000754
mexico,2013Q1,-0.009457071031728471
mexico,2013Q2,-0.025437611829278516
mexico,2013Q3,-0.024953640787062754
mexico,2013Q4,-0.00844465426104394
mexico,2014Q1,-0.004220184963685307
mexico,2014Q2,0.0005063638067123316
mexico,2014Q3,-0.004448781748584908
mexico,2014Q4,-0.018591200105624133
mexico,2015Q1,-0.008020458270815736
mexico,2015Q2,-0.008995158920713543
mexico,2015Q3,-0.02221090791865677
mexico,2015Q4,-0.014546614241746556
mexico,2016Q1,-0.007406984962889641
mexico,2016Q2,-0.015870981988964267
mexico,2016Q3,-0.014075979237500341
